addr,alcohol,ambience,applePay,attire,bikeParking,categories,caters,creditCard,delivery,driveThrough,fri,goodFor,goodForGroups,goodForKids,hasTV,id,mon,noiseLevel,outdoorSeating,parking,phone,price,rating,reservations,sat,sun,takeout,thu,title,tue,waiterService,wed,wifi,yelpPage
"73 Geary StSan Francisco, CA 94108",,,No,,No,Cosmetics & Beauty Supply,,Yes,,,10:00 am-6:00 pm,,,,,1581,10:00 am-6:00 pm,,,Street,(415) 402-0600,Pricey,4.5 star rating,,10:00 am-6:00 pm,12:00 pm-5:00 pm,,10:00 am-6:00 pm,Diptyque Paris,10:00 am-6:00 pm,,10:00 am-6:00 pm,,http://www.yelp.com/ /biz/diptyque-paris-san-francisco-7
"374 Bush StSan Francisco, CA 94104",Full Bar,,,Casual,Yes,Seafood,No,Yes,No,,11:00 am-9:00 pm,Dinner,Yes,No,No,1582,11:00 am-9:00 pm,Average,No,Street,(415) 421-0594,$31-60,3.5 star rating,Yes,Closed,Closed,No,11:00 am-9:00 pm,Sam’s Grill &amp; Seafood Restaurant,11:00 am-9:00 pm,Yes,11:00 am-9:00 pm,No,http://www.yelp.com/ /biz/sams-grill-and-seafood-restaurant-san-francisco
"101 Montgomery StSan Francisco, CA 94129",Full Bar,,,Casual,Yes,"Spanish,American (New),Beer, Wine & Spirits",No,Yes,No,,5:00 pm-9:30 pm,Dinner,Yes,No,No,1583,5:00 pm-9:00 pm,Average,Yes,Street,(415) 561-3600,$31-60,3.5 star rating,Yes,5:30 pm-9:30 pm,Closed,Yes,5:00 pm-9:00 pm,The Commissary,5:00 pm-9:00 pm,Yes,5:00 pm-9:00 pm,,http://www.yelp.com/ /biz/he-commissary-san-francisco
"498 14th StSan Francisco, CA 94103",,,No,,Yes,Hair Salons,,Yes,,,11:00 am-8:00 pm,,,No,,1584,Closed,,,Street,(415) 440-7677,Pricey,4.0 star rating,,11:00 am-7:00 pm,11:00 am-7:00 pm,,11:00 am-8:00 pm,Population Salon - Mission,11:00 am-8:00 pm,,11:00 am-8:00 pm,,http://www.yelp.com/ /biz/population-salon-mission-san-francisco
"1195 Church StSan Francisco, CA 94114",,,,,,"Toy Stores,Children's Clothing",,Yes,,,11:00 am-5:00 pm,,,,,1585,Closed,,,Street,(415) 970-0369,Pricey,4.5 star rating,,10:00 am-6:00 pm,12:00 pm-5:00 pm,,10:00 am-5:00 pm,Mabuhay Kids - Clothes and Toys for Girls and Boys,11:00 am-5:00 pm,,11:00 am-5:00 pm,,http://www.yelp.com/ /biz/mabuhay-kids-clothes-and-toys-for-girls-and-boys-san-francisco
"151 3rd StSan Francisco, CA 94103",,,No,,Yes,"Bookstores,Cards & Stationery",,Yes,,,9:30 am-6:00 pm,,,,,1586,9:30 am-6:00 pm,,,Garage,(415) 357-4000,Pricey,4.5 star rating,,9:30 am-6:00 pm,9:30 am-6:00 pm,,9:30 am-9:30 pm,SFMOMA Museum Store,9:30 am-6:00 pm,,10:00 am-5:00 pm,,http://www.yelp.com/ /biz/sfmoma-museum-store-san-francisco
"2421 3rd StSan Francisco, CA 94107",,,,,Yes,"Chocolatiers & Shops,Candy Stores",,Yes,,,11:00 am-6:00 pm,,,,,1587,11:00 am-5:00 pm,,,Street,(415) 255-1443,Pricey,4.5 star rating,,12:00 pm-5:30 pm,Closed,Yes,11:00 am-6:00 pm,Poco Dolce Chocolates,11:00 am-6:00 pm,,11:00 am-6:00 pm,,http://www.yelp.com/ /biz/poco-dolce-chocolates-san-francisco
"284 Sanchez StSan Francisco, CA 94114",,,,,Yes,Bikes,,Yes,,,12:00 pm-7:00 pm,,,,,1588,12:00 pm-7:00 pm,,,Street,(415) 448-6611,Pricey,4.5 star rating,,11:00 am-5:00 pm,Closed,,12:00 pm-7:00 pm,MASH Transit,12:00 pm-7:00 pm,,12:00 pm-7:00 pm,,http://www.yelp.com/ /biz/mash-transit-san-francisco
"28 S Park StSan Francisco, CA 94107",,,,,Yes,Hair Salons,,Yes,,,12:00 pm-8:00 pm,,,No,,1589,12:00 pm-8:00 pm,,,Street,(415) 495-0424,Pricey,4.5 star rating,,9:00 am-5:00 pm,11:00 am-7:00 pm,,12:00 pm-8:00 pm,Grasshopper Hair Salon,11:00 am-7:00 pm,,11:00 am-7:00 pm,,http://www.yelp.com/ /biz/grasshopper-hair-salon-san-francisco
"301 King StSan Francisco, CA 94158",Full Bar,Trendy,Yes,Casual,Yes,"Japanese,Sushi Bars",No,Yes,No,,5:30 pm-11:00 pm,Dinner,Yes,No,Yes,1590,5:30 pm-11:00 pm,Average,No,Street,(415) 284-0111,$31-60,3.0 star rating,Yes,6:00 pm-11:00 pm,Closed,Yes,5:30 pm-11:00 pm,Tsunami Mission Bay,5:30 pm-11:00 pm,Yes,5:30 pm-11:00 pm,No,http://www.yelp.com/ /biz/tsunami-mission-bay-san-francisco
"3516 Sacramento StSan Francisco, CA 94118",,,No,,Yes,"Jewelry,Bridal",,Yes,,,,,,,,1591,,,,Street,(415) 921-4389,Pricey,4.5 star rating,,,,,,Goldberry Jewelers,,,,,http://www.yelp.com/ /biz/goldberry-jewelers-san-francisco
"2420 Fillmore StSan Francisco, CA 94115",,,,,Yes,Jewelry,,Yes,,,10:00 am-6:00 pm,,,,,1592,Closed,,,Street,(415) 567-8887,Pricey,4.5 star rating,,10:00 am-6:00 pm,Closed,,10:00 am-6:00 pm,Trabert Goldsmiths,10:00 am-6:00 pm,,10:00 am-6:00 pm,,http://www.yelp.com/ /biz/trabert-goldsmiths-san-francisco
"597 Haight StSan Francisco, CA 94117",,,,,No,"Women's Clothing,Accessories,Jewelry",,Yes,,,12:00 pm-7:00 pm,,,,,1593,Closed,,,Street,(415) 786-2614,Pricey,4.5 star rating,,12:00 pm-7:00 pm,12:00 pm-7:00 pm,,12:00 pm-7:00 pm,Wild Feather,12:00 pm-6:00 pm,,12:00 pm-6:00 pm,,http://www.yelp.com/ /biz/wild-feather-san-francisco
"500 California StSan Francisco, CA 94104",,,No,,,Hotels,,Yes,,,Open 24 hours,,,,,1594,Open 24 hours,,,,(415) 677-9494,Pricey,4.5 star rating,,Open 24 hours,Open 24 hours,,Open 24 hours,Omni San Francisco,Open 24 hours,,Open 24 hours,Free,http://www.yelp.com/ /biz/omni-san-francisco-san-francisco
"648 Market StSan Francisco, CA 94104",,,No,,Yes,Desserts,,Yes,,,9:30 am-8:00 pm,,,,,1595,9:30 am-7:00 pm,,,Street,(415) 989-1645,Pricey,4.5 star rating,,9:30 am-8:00 pm,11:00 am-6:00 pm,Yes,9:30 am-7:00 pm,Minamoto Kitchoan,9:30 am-7:00 pm,,9:30 am-7:00 pm,,http://www.yelp.com/ /biz/minamoto-kitchoan-san-francisco
"170 Minna StSan Francisco, CA 94105",,,No,,Yes,"Art Galleries,Framing",,Yes,,,9:00 am-6:00 pm,,,No,,1596,9:00 am-6:00 pm,,,"Garage, Validated",(415) 546-1113,Pricey,5.0 star rating,,10:00 am-5:00 pm,Closed,,9:00 am-6:00 pm,Chandler Fine Art &amp; Framing,9:00 am-6:00 pm,,9:00 am-6:00 pm,,http://www.yelp.com/ /biz/chandler-fine-art-and-framing-san-francisco
"618 Washington StSan Francisco, CA 94111",,,Yes,,Yes,"Bespoke Clothing,Men's Clothing,Sewing & Alterations",,Yes,,,10:00 am-7:00 pm,,,,,1597,Closed,,,"Garage, Street",(415) 856-9736,Pricey,5.0 star rating,,11:00 am-5:00 pm,11:00 am-5:00 pm,,10:00 am-7:00 pm,Tailors’ Keep,10:00 am-7:00 pm,,10:00 am-7:00 pm,,http://www.yelp.com/ /biz/tailors-keep-san-francisco
"85 Carl StSan Francisco, CA 94117",,,,,Yes,"Cards & Stationery,Home Decor,Gift Shops",,Yes,,,11:00 am-6:00 pm,,,,,1598,Closed,,,Street,(415) 643-6372,Pricey,4.5 star rating,,11:00 am-6:00 pm,12:00 pm-5:00 pm,,11:00 am-6:00 pm,Urban Mercantile,11:00 am-6:00 pm,,11:00 am-6:00 pm,,http://www.yelp.com/ /biz/urban-mercantile-san-francisco-2
"870 Market StSan Francisco, CA 94102",,,,,No,Hair Salons,,No,,,9:00 am-6:00 pm,,,No,,1599,Closed,,,Garage,(415) 445-9500,Pricey,4.5 star rating,,9:00 am-3:00 pm,Closed,,9:00 am-6:00 pm,Keith James Salon,Closed,,9:00 am-6:00 pm,,http://www.yelp.com/ /biz/keith-james-salon-san-francisco
,,,,,,"Home Decor,Carpeting,Rugs",,Yes,,,10:00 am-6:00 pm,,,,,1600,10:00 am-6:00 pm,,,Street,(415) 255-9940,Pricey,4.5 star rating,,11:00 am-6:00 pm,11:00 am-5:00 pm,,10:00 am-6:00 pm,Peace Industry,10:00 am-6:00 pm,,10:00 am-6:00 pm,,http://www.yelp.com/ /biz/peace-industry-san-francisco
"10 Brady StSan Francisco, CA 94103",,,,,,Gift Shops,,Yes,,,11:00 am-5:00 pm,,,,,1601,Closed,,,Street,(415) 864-4048,Pricey,4.5 star rating,,11:00 am-5:00 pm,Closed,,11:00 am-5:00 pm,Bell’occhio,11:00 am-5:00 pm,,11:00 am-5:00 pm,,http://www.yelp.com/ /biz/bellocchio-san-francisco
"2155 Union StSan Francisco, CA 94123",,,,,Yes,Eyelash Service,,Yes,,,,,,,,1602,,,,"Garage, Street",(415) 424-4765,Pricey,5.0 star rating,,,,,,MN Studio,,,,,http://www.yelp.com/ /biz/mn-studio-san-francisco-2
"3631 Sacramento StSan Francisco, CA 94118",,,,,,Hair Salons,,No,,,,,,Yes,,1603,,,,Street,(415) 922-4247,Pricey,4.5 star rating,,,,,,Patrick Richards Salon,,,,,http://www.yelp.com/ /biz/patrick-richards-salon-san-francisco
"501 Post StSan Francisco, CA 94102",Full Bar,Classy,No,Dressy,Yes,"Italian,Cocktail Bars,Jazz & Blues",Yes,Yes,Yes,,11:30 am-12:00 am,Dinner,Yes,No,Yes,1604,3:30 pm-11:30 pm,Average,No,"Valet, Garage, Street, Validated",(415) 885-8850,$31-60,3.0 star rating,Yes,11:30 am-12:00 am,3:30 pm-11:30 pm,Yes,11:30 am-11:30 pm,Zingari Ristorante + Jazz Bar,11:30 am-11:30 pm,Yes,11:30 am-11:30 pm,Free,http://www.yelp.com/ /biz/zingari-ristorante-jazz-bar-san-francisco
"1737 Post StSan Francisco, CA 94115",Full Bar,Touristy,No,Casual,Yes,Japanese,No,Yes,No,,11:30 am-11:00 pm,Dinner,Yes,Yes,Yes,1605,11:30 am-10:00 pm,Loud,No,"Garage, Street",(415) 563-4844,$31-60,3.0 star rating,Yes,12:00 pm-11:00 pm,12:00 pm-10:00 pm,Yes,11:30 am-10:00 pm,Benihana,11:30 am-10:00 pm,Yes,11:30 am-10:00 pm,No,http://www.yelp.com/ /biz/benihana-san-francisco
"3274 Sacramento StreetSan Francisco, CA 94115",,,,,,"Home Decor,Furniture Stores,Interior Design",,Yes,,,10:00 am-6:00 pm,,,,,1606,10:00 am-6:00 pm,,,Street,(415) 440-6500,Pricey,5.0 star rating,,10:00 am-6:00 pm,11:00 am-5:00 pm,,10:00 am-6:30 pm,Anthem,10:00 am-6:00 pm,,10:00 am-6:00 pm,,http://www.yelp.com/ /biz/anthem-san-francisco
"185 Arkansas StSan Francisco, CA 94107",,,,,,Florists,,No,Yes,,,,,,,1607,,,,,(415) 517-8725,Pricey,5.0 star rating,,,,,,Loop Flowers &amp; Event Arts,,,,,http://www.yelp.com/ /biz/loop-flowers-and-event-arts-san-francisco
"2128 Market StSan Francisco, CA 94114",,,No,,Yes,Men's Clothing,,Yes,,,12:00 pm-8:00 pm,,,,,1608,Closed,,,Street,(415) 678-5629,Pricey,5.0 star rating,,11:00 am-8:00 pm,11:00 am-7:00 pm,,12:00 pm-8:00 pm,MAAS &amp; Stacks,12:00 pm-8:00 pm,,12:00 pm-8:00 pm,,http://www.yelp.com/ /biz/maas-and-stacks-san-francisco
"2044 Fillmore StSan Francisco, CA 94115",,,No,,Yes,"Day Spas,Yoga",,Yes,,,9:00 am-9:00 pm,,,No,,1609,9:00 am-9:00 pm,,,Street,(415) 563-5000,Pricey,4.0 star rating,,9:00 am-8:00 pm,9:00 am-8:00 pm,,9:00 am-9:00 pm,International Orange Spa,9:00 am-9:00 pm,,9:00 am-9:00 pm,,http://www.yelp.com/ /biz/international-orange-spa-san-francisco
"2325 3rd StSan Francisco, CA 94107",,,Yes,,Yes,Luggage,,Yes,,,8:00 am-3:30 pm,,,,,1610,8:00 am-3:30 pm,,,,(415) 552-8572,Pricey,4.5 star rating,,Closed,Closed,,8:00 am-3:30 pm,Waterfield Designs,8:00 am-3:30 pm,,8:00 am-3:30 pm,,http://www.yelp.com/ /biz/waterfield-designs-san-francisco
"542 Hayes StSan Francisco, CA 94102",,,,,,"Jewelry,Women's Clothing,Accessories",,Yes,,,11:00 am-7:00 pm,,,,,1611,11:00 am-7:00 pm,,,Street,(415) 552-6468,Pricey,4.5 star rating,,11:00 am-7:00 pm,11:00 am-5:00 pm,,11:00 am-7:00 pm,Lava 9,11:00 am-7:00 pm,,11:00 am-7:00 pm,,http://www.yelp.com/ /biz/lava-9-san-francisco
"55 Grant StSan Francisco, CA 94108",,,,,,Hair Salons,,Yes,,,,,,,,1612,,,,Street,(415) 989-9463,Pricey,5.0 star rating,,,,,,Tania Goulart,,,,,http://www.yelp.com/ /biz/tania-goulart-san-francisco-3
"580 4th StSan Francisco, CA 94107",,,,,Yes,"Sports Wear,Men's Clothing,Women's Clothing",,Yes,,,10:00 am-7:00 pm,,,,,1613,10:00 am-7:00 pm,,,Street,(415) 820-5070,Pricey,4.5 star rating,,10:00 am-6:00 pm,10:00 am-6:00 pm,,10:00 am-7:00 pm,Chrome Industries,10:00 am-7:00 pm,,10:00 am-7:00 pm,,http://www.yelp.com/ /biz/chrome-industries-san-francisco
"508 Hayes StSan Francisco, CA 94102",,,Yes,,Yes,"Women's Clothing,Cards & Stationery,Gift Shops",,Yes,,,10:00 am-8:00 pm,,,,,1614,11:00 am-7:00 pm,,,Street,(415) 565-0540,Pricey,4.0 star rating,,10:00 am-8:00 pm,10:00 am-7:00 pm,,11:00 am-7:30 pm,Lavish,11:00 am-7:30 pm,,11:00 am-7:30 pm,,http://www.yelp.com/ /biz/lavish-san-francisco
"888 Brannan StSan Francisco, CA 94103",,,,,Yes,Jewelry,,Yes,,,,,,,,1615,,,,Street,(415) 863-9667,Pricey,5.0 star rating,,,,,,Haus Jewelry,,,,,http://www.yelp.com/ /biz/haus-jewelry-san-francisco
"1634 Jerrold AveSan Francisco, CA 94124",,,No,,Yes,Nurseries & Gardening,,Yes,,,9:00 am-5:00 pm,,,,,1616,9:00 am-5:00 pm,,,"Street, Private Lot",(415) 626-7256,Pricey,4.5 star rating,,9:00 am-5:00 pm,10:00 am-5:00 pm,,9:00 am-5:00 pm,Flora Grubb Gardens,9:00 am-5:00 pm,,9:00 am-5:00 pm,,http://www.yelp.com/ /biz/flora-grubb-gardens-san-francisco-2
"660 Market StSan Francisco, CA 94104",,,,,Yes,Hair Stylists,,Yes,,,11:00 am-6:00 pm,,,Yes,,1617,Closed,,,,(415) 854-1656,Pricey,5.0 star rating,,11:00 am-6:00 pm,Closed,,11:00 am-6:00 pm,Nikko Cuts You,11:00 am-6:00 pm,,11:00 am-4:00 pm,,http://www.yelp.com/ /biz/nikko-cuts-you-san-francisco
"1863 Union StSan Francisco, CA 94123",,,,,,Massage,,Yes,,,11:00 am-6:30 pm,,,,,1618,12:30 pm-8:00 pm,,,"Garage, Street",(415) 637-5860,Pricey,5.0 star rating,,11:00 am-2:30 pm,Closed,,12:30 pm-8:00 pm,"Heather McFarlin, CMT",Closed,,Closed,,http://www.yelp.com/ /biz/heather-mcfarlin-cmt-san-francisco
"645 Market StSan Francisco, CA 94105",,,No,,Yes,Jewelry,,Yes,,,10:00 am-7:00 pm,,,,,1619,Closed,,,"Valet, Garage, Validated",(415) 399-1990,Pricey,4.5 star rating,,10:00 am-7:00 pm,Closed,,10:00 am-7:00 pm,Manika Fine Jewelry,Closed,,10:00 am-7:00 pm,,http://www.yelp.com/ /biz/manika-fine-jewelry-san-francisco
"383 Valencia StSan Francisco, CA 94103",,,,,Yes,"Men's Clothing,Accessories,Women's Clothing",,Yes,,,11:00 am-7:00 pm,,,,,1620,11:00 am-7:00 pm,,,Street,(415) 621-2231,Pricey,4.0 star rating,,11:00 am-7:00 pm,11:00 am-7:00 pm,,11:00 am-7:00 pm,Taylor Stitch,11:00 am-7:00 pm,,11:00 am-7:00 pm,,http://www.yelp.com/ /biz/taylor-stitch-san-francisco
"166 Geary StSan Francisco, CA 94108",,,,,,Hair Salons,,Yes,,,,,,No,,1621,,,,Garage,(415) 397-5505,Pricey,5.0 star rating,,,,,,Alex Chases Salon,,,,,http://www.yelp.com/ /biz/alex-chases-salon-san-francisco
"1 Ferry BldgSan Francisco, CA 94111",,,No,,Yes,"Chocolatiers & Shops,Candy Stores",,Yes,,,10:00 am-7:00 pm,,,,,1622,10:00 am-7:00 pm,,,Street,(415) 834-9494,Pricey,4.5 star rating,,8:00 am-6:00 pm,10:00 am-5:00 pm,Yes,10:00 am-7:00 pm,Recchiuti Confections at the Ferry Building,10:00 am-7:00 pm,,10:00 am-7:00 pm,,http://www.yelp.com/ /biz/recchiuti-confections-at-the-ferry-building-san-francisco-2
"1110 Harrison StSan Francisco, CA 94103",,,,,,Florists,,Yes,,,,,,,,1623,,,,Street,(415) 948-6035,Pricey,5.0 star rating,,,,,,Natalie Bowen Designs,,,,,http://www.yelp.com/ /biz/natalie-bowen-designs-san-francisco
"4017 24th StSan Francisco, CA 94114",,,No,,,Eyewear & Opticians,,Yes,,,10:00 am-7:00 pm,,,,,1624,Closed,,,Street,(415) 821-3937,Pricey,4.5 star rating,,10:00 am-4:00 pm,Closed,,10:00 am-7:00 pm,Eye Q Optometry,10:00 am-5:00 pm,,10:00 am-7:00 pm,,http://www.yelp.com/ /biz/eye-q-optometry-san-francisco
"3011 Fillmore StSan Francisco, CA 94123",,,,,Yes,"Skin Care,Massage,Laser Hair Removal",,Yes,,,9:00 am-9:00 pm,,,,,1625,10:00 am-9:00 pm,,,Street,(415) 346-6281,Pricey,4.5 star rating,,9:00 am-7:00 pm,9:00 am-7:00 pm,,9:00 am-9:00 pm,Spa Radiance,9:00 am-8:00 pm,,9:00 am-9:00 pm,,http://www.yelp.com/ /biz/spa-radiance-san-francisco
"934 Valencia StSan Francisco, CA 94110",,,No,,Yes,"Art Galleries,Framing",,Yes,,,10:00 am-6:00 pm,,,No,,1626,10:00 am-6:00 pm,,,Street,(415) 826-2321,Pricey,4.0 star rating,,10:00 am-6:00 pm,12:00 pm-5:00 pm,,10:00 am-6:00 pm,Back To the Picture,10:00 am-6:00 pm,,10:00 am-6:00 pm,,http://www.yelp.com/ /biz/back-to-the-picture-san-francisco
"1825 Union StSan Francisco, CA 94123",,,,,Yes,"Skin Care,Medical Spas",,Yes,,,10:00 am-5:00 pm,,,,,1627,11:00 am-7:00 pm,,,Street,(415) 409-6500,Pricey,4.5 star rating,,10:00 am-5:00 pm,Closed,,11:00 am-7:00 pm,SKIN Medical Spa,11:00 am-7:00 pm,,11:00 am-7:00 pm,,http://www.yelp.com/ /biz/skin-medical-spa-san-francisco
"548 5th StSan Francisco, CA 94107",,,,,,"Florists,Wedding Planning",,Yes,,,,,,,,1628,,,,Street,(415) 757-0393,Pricey,4.5 star rating,,,,,,Nancy Liu Chin Designs,,,,,http://www.yelp.com/ /biz/nancy-liu-chin-designs-san-francisco
"San Francisco, CA 94123",,,,,,Makeup Artists,,No,,,,,,,,1629,,,,,(408) 930-2531,Pricey,5.0 star rating,,,,,,Go Blush By Tammy Son,,,,,http://www.yelp.com/ /biz/go-blush-by-tammy-son-san-francisco
"1774 Sacramento StSan Francisco, CA 94109",,,,,No,"Dry Cleaning & Laundry,Sewing & Alterations",,Yes,,,7:30 am-7:00 pm,,,,,1630,7:30 am-7:00 pm,,,Street,(415) 929-7323,Pricey,4.5 star rating,,9:00 am-6:00 pm,Closed,,7:30 am-7:00 pm,Nice N’ Clean,7:30 am-7:00 pm,,7:30 am-7:00 pm,No,http://www.yelp.com/ /biz/nice-n-clean-san-francisco
"49 Geary StSan Francisco, CA 94108",,,,,Yes,Jewelry,,Yes,,,9:15 am-5:15 pm,,,,,1631,9:15 am-5:15 pm,,,"Garage, Street",(415) 989-9235,Pricey,5.0 star rating,,Closed,Closed,,9:15 am-5:15 pm,Yael Designs,9:15 am-5:15 pm,,9:15 am-5:15 pm,,http://www.yelp.com/ /biz/yael-designs-san-francisco
"166 Geary StSan Francisco, CA 94108",,,,,Yes,Hair Salons,,Yes,,,,,,Yes,,1632,,,,Street,(415) 299-2461,Pricey,5.0 star rating,,,,,,SamHill Salon,,,,,http://www.yelp.com/ /biz/samhill-salon-san-francisco
"3886 17th StSan Francisco, CA 94114",,,,,Yes,Hardware Stores,,Yes,,,10:00 am-5:00 pm,,,,,1633,Closed,,,Street,(415) 864-3886,Pricey,4.5 star rating,,10:00 am-5:00 pm,Closed,,10:00 am-5:00 pm,Bauerware Cabinet Hardware,Closed,,10:00 am-5:00 pm,,http://www.yelp.com/ /biz/bauerware-cabinet-hardware-san-francisco
"San Francisco, CA 94109",,,,,,Men's Clothing,,Yes,,,,,,,,1634,,,,,(415) 868-5727,Pricey,5.0 star rating,,,,,,Park Couture,,,,,http://www.yelp.com/ /biz/park-couture-san-francisco
"166 Geary StSan Francisco, CA 94108",,,No,,No,Eyebrow Services,,Yes,,,10:00 am-6:00 pm,,,,,1635,Closed,,,"Garage, Street",(415) 399-0789,Pricey,4.5 star rating,,10:00 am-6:00 pm,Closed,,10:00 am-6:00 pm,Blink Eyebrows &amp; Cosmetics,10:00 am-6:00 pm,,10:00 am-6:00 pm,,http://www.yelp.com/ /biz/blink-eyebrows-and-cosmetics-san-francisco
"309 Sutter StSan Francisco, CA 94108",,,,,Yes,"Jewelry,Jewelry Repair",,Yes,,,10:30 am-5:30 pm,,,,,1636,10:30 am-5:30 pm,,,"Garage, Street",(415) 982-2213,Pricey,4.5 star rating,,10:30 am-5:30 pm,Closed,,10:30 am-5:30 pm,Lang Antiques,10:30 am-5:30 pm,,10:30 am-5:30 pm,,http://www.yelp.com/ /biz/lang-antiques-san-francisco
"2455 Polk StSan Francisco, CA 94109",,,,,Yes,"Hair Salons,Waxing",,Yes,,,Closed,,,Yes,,1637,10:00 am-7:00 pm,,,Street,(415) 775-1980,Pricey,4.5 star rating,,9:30 am-5:00 pm,Closed,,11:00 am-8:00 pm,Moxi,10:00 am-8:00 pm,,Closed,,http://www.yelp.com/ /biz/moxi-san-francisco-4
"1839 Divisadero StSan Francisco, CA 94115",,,,,Yes,"Maternity Wear,Children's Clothing,Women's Clothing",,Yes,,,10:00 am-5:30 pm,,,,,1638,10:00 am-5:30 pm,,,Street,(415) 673-3320,Pricey,4.5 star rating,,10:00 am-5:30 pm,Closed,,10:00 am-5:30 pm,Nest Maternity,10:00 am-5:30 pm,,10:00 am-5:30 pm,,http://www.yelp.com/ /biz/nest-maternity-san-francisco
"1452 Haight StSan Francisco, CA 94117",,,,,Yes,"Costumes,Accessories",,Yes,,,11:00 am-7:00 pm,,,,,1639,11:00 am-7:00 pm,,,Street,(415) 864-8075,Pricey,4.0 star rating,,11:00 am-7:00 pm,11:00 am-7:00 pm,,11:00 am-7:00 pm,Piedmont Boutique,11:00 am-7:00 pm,,11:00 am-7:00 pm,,http://www.yelp.com/ /biz/piedmont-boutique-san-francisco
"490 Post StSan Francisco, CA 94102",,,No,,Yes,"Cosmetic Surgeons,Medical Spas",,Yes,,,9:00 am-5:00 pm,,,,,1640,9:00 am-5:00 pm,,,Garage,(415) 392-3333,Pricey,4.5 star rating,,Closed,Closed,,10:00 am-7:00 pm,"Usha Rajagopal, MD",9:00 am-5:00 pm,,9:00 am-5:00 pm,,http://www.yelp.com/ /biz/usha-rajagopal-md-san-francisco
"1 Claude LnSan Francisco, CA 94108",,,,,Yes,"Women's Clothing,Accessories",,Yes,,,10:00 am-5:00 pm,,,,,1641,Closed,,,Street,(415) 391-1010,Pricey,5.0 star rating,,10:00 am-5:00 pm,Closed,,10:00 am-5:00 pm,Margaret O’Leary,10:00 am-5:00 pm,,10:00 am-5:00 pm,,http://www.yelp.com/ /biz/margaret-o-leary-san-francisco-3
"1984 Taraval StSan Francisco, CA 94116",,,,,Yes,"Eyelash Service,Waxing",,Yes,,,8:00 am-6:00 pm,,,,,1642,8:00 am-6:00 pm,,,Street,(415) 662-8008,Pricey,5.0 star rating,,Closed,Closed,,8:00 am-6:00 pm,Lash Tec,8:00 am-6:00 pm,,8:00 am-6:00 pm,,http://www.yelp.com/ /biz/lash-tec-san-francisco
"2900 18th StSan Francisco, CA 94110",,,No,,Yes,Home Decor,,Yes,,,10:00 am-7:00 pm,,,,,1643,10:00 am-6:00 pm,,,Street,(415) 361-5552,Pricey,4.5 star rating,,10:00 am-7:00 pm,10:00 am-6:00 pm,,10:00 am-7:00 pm,Heath Ceramics,10:00 am-6:00 pm,,10:00 am-6:00 pm,,http://www.yelp.com/ /biz/heath-ceramics-san-francisco-2
"1169 Valencia StSan Francisco, CA 94110",,,,,Yes,"Jewelry,Art Galleries",,Yes,,,12:00 pm-7:00 pm,,,No,,1644,Closed,,,Street,(415) 648-7781,Pricey,5.0 star rating,,11:00 am-7:00 pm,12:00 pm-5:00 pm,,12:00 pm-6:00 pm,Love &amp; Luxe,Closed,,12:00 pm-6:00 pm,,http://www.yelp.com/ /biz/love-and-luxe-san-francisco
"109 Geary StSan Francisco, CA 94108",,,,,Yes,"Women's Clothing,Bespoke Clothing",,Yes,,,9:00 am-12:00 am,,,,,1645,9:00 am-12:00 am,,,Street,(415) 392-2222,Pricey,4.5 star rating,,9:00 am-12:00 am,9:00 am-12:00 am,,9:00 am-12:00 am,Harputs,9:00 am-12:00 am,,9:00 am-12:00 am,,http://www.yelp.com/ /biz/harputs-san-francisco-2
"307 Sutter StSan Francisco, CA 94108",,,,,No,Chocolatiers & Shops,,Yes,,,10:00 am-7:00 pm,,,,,1646,10:00 am-7:00 pm,,,Street,(415) 834-0850,Pricey,4.5 star rating,,10:00 am-7:00 pm,11:00 am-5:00 pm,Yes,10:00 am-7:00 pm,Teuscher Chocolate,10:00 am-7:00 pm,,10:00 am-7:00 pm,,http://www.yelp.com/ /biz/teuscher-chocolate-san-francisco
"333 O&#39;Farrell StSan Francisco, CA 94102",Full Bar,"Casual, Trendy, Intimate, Romantic, Classy, Upscale",No,,Yes,"Cocktail Bars,Lounges,Beer, Wine & Spirits",No,Yes,,,5:00 pm-12:00 am,,Yes,,No,1647,5:00 pm-12:00 am,Average,No,Garage,(415) 923-5002,Pricey,3.5 star rating,No,5:00 pm-12:00 am,5:00 pm-12:00 am,No,5:00 pm-12:00 am,Cityscape Lounge,5:00 pm-12:00 am,,5:00 pm-12:00 am,,http://www.yelp.com/ /biz/cityscape-lounge-san-francisco
,,,Yes,,Yes,Department Stores,,Yes,,,10:00 am-9:00 pm,,,,,1648,10:00 am-9:00 pm,,,Garage,(415) 243-8500,Pricey,4.0 star rating,,10:00 am-9:00 pm,11:00 am-7:00 pm,,10:00 am-9:00 pm,Nordstrom,10:00 am-9:00 pm,,10:00 am-9:00 pm,,http://www.yelp.com/ /biz/nordstrom-san-francisco-3
"590 Townsend StSan Francisco, CA 94103",,,No,,Yes,Kitchen & Bath,,Yes,,,9:00 am-5:00 pm,,,,,1649,9:00 am-5:00 pm,,,Street,(415) 766-4399,Pricey,5.0 star rating,,10:00 am-2:00 pm,Closed,,9:00 am-5:00 pm,Townsend Showroom,9:00 am-5:00 pm,,9:00 am-5:00 pm,,http://www.yelp.com/ /biz/townsend-showroom-san-francisco-7
