id,title,popularity,rating,price,cuisine,phone,food_rating,service_rating,value_rating,atmosphere_rating,price_range,feature,mon,tue,wed,thu,fri,sat,sun,address,description
997,Hyde Street Seafood House and Raw Bar,"#998 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American,Seafood",+1 415-931-3474,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$30 -$40,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar",5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 am,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,,"1509 Hyde St,San Francisco, CA 94109-3113","Address:1509 Hyde St,San Francisco, CA 94109-3113(Jackson)Public Transportation:On the Cable Car line, Hyde & PowellLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-931-3474trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
998,San Francisco Athletic Club,"#999 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Bar,Pub,American",+1 415-923-8989,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$8 -$15,"Reservations, Television, Wheelchair Accessible, Delivery, Takeout, Parking Available, Street Parking, Free Off-Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Seating, Waitstaff",11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,9:00 am - 2:00 am,9:00 am - 2:00 am,"1750 Divisadero St,San Francisco, CA 94115-3012","Address:1750 Divisadero St,San Francisco, CA 94115-3012Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-923-8989trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
999,Three 9 Eight Brasserie,"#1,000 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,,,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,,"Reservations, Waitstaff",,,,,,,,"398 Geary Street,San Francisco, CA 94102","Address:398 Geary Street,San Francisco, CA 94102Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquaretrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1000,Piqueos,"#1,001 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Peruvian,Latin,Spanish",+1 415-282-8812,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$15 -$40,"Reservations, Seating, Waitstaff, Serves Alcohol",5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 9:30 pm,"830 Cortland,San Francisco, CA 94110","Address:830 Cortland,San Francisco, CA 94110(Gates Street)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-282-8812trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1001,Lobster ME,"#1,002 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American,Seafood,Fast Food",,3.5 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,,"Takeout, Seating, Wheelchair Accessible",10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,11:30 am - 7:00 pm,"865 Market St,in Westfield San Francisco Centre,San Francisco, CA 94103-1900","Address:865 Market St,in Westfield San Francisco Centre,San Francisco, CA 94103-1900Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMatrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1002,Giordano Brothers,"#1,003 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American, Bar",+1 415-397-2767,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,"Takeout, Seating, Serves Alcohol",11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 12:00 am,11:30 am - 12:00 am,11:30 am - 1:30 am,11:30 am - 1:30 am,11:30 am - 6:00 pm,"303 Columbus Ave,San Francisco, CA 94133-3907","Address:303 Columbus Ave,San Francisco, CA 94133-3907Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;ChinatownNeighborhood: ChinatownPhone Number:+1 415-397-2767trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1003,Polly Ann Ice Cream,"#1,004 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,,+1 415-664-2472,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,Takeout,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,"3138 Noriega St,San Francisco, CA 94122-4046","Address:3138 Noriega St,San Francisco, CA 94122-4046Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-664-2472trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1004,Final Final Sports Bar,"#1,005 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Bar,Pub",+1 415-931-7800,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$5 -$10,"Television, Serves Alcohol, Seating, Parking Available, Street Parking, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Wheelchair Accessible",12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,"2990 Baker St,San Francisco, CA 94123","Address:2990 Baker St,San Francisco, CA 94123Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistrictPhone Number:+1 415-931-7800trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1005,Angel Cafe,"#1,006 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,Cafe,,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,$5 -$10,"Outdoor Seating, Seating, Takeout",7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 9:00 pm,"700 Geary St.,San Francisco, CA","Address:700 Geary St.,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscotrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1006,Cha Cha Cha,"#1,007 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Caribbean,Latin, Bar,Spanish,Pub,Cuban",+1 415-824-1502,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$21 -$30,"Seating, Waitstaff, Serves Alcohol",5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 1:00 am,5:00 pm - 1:00 am,5:00 pm - 11:00 pm,"2327 Mission St,San Francisco, CA 94110-1813","Address:2327 Mission St,San Francisco, CA 94110-1813Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-824-1502trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1007,Tara Indian Cuisine,"#1,008 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,Indian,+1 415-861-6655,3.5 of 5 bubbles,3.5 of 5 bubbles,3.5 of 5 bubbles,3.5 of 5 bubbles,$24 -$25,"Takeout, Seating, Waitstaff",11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,"2217 Market St,San Francisco, CA 94114-1612","Address:2217 Market St,San Francisco, CA 94114-1612Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-861-6655trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1008,The Market,"#1,009 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Sushi,Vegan Options",,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,,"Takeout, Wheelchair Accessible",,,,,,,,"1355 Market St,San Francisco, CA 94103-1307","Address:1355 Market St,San Francisco, CA 94103-1307Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMatrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1009,esperpento,"#1,010 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Mediterranean,Spanish,Latin",+1 415-282-8867,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,$20 -$30,"Reservations, Seating, Waitstaff, Serves Alcohol",11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 11:00 pm,,,"3295 22st,San Francisco, CA 94110","Address:3295 22st,San Francisco, CA 94110Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-282-8867trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1010,Just for You Cafe,"#1,011 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American,Cafe",+1 415-647-3033,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Outdoor Seating",7:30 am - 3:00 pm,7:30 am - 3:00 pm,7:30 am - 3:00 pm,7:30 am - 3:00 pm,7:30 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,"732 22nd St,San Francisco, CA 94107-3424","Address:732 22nd St,San Francisco, CA 94107-3424Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-647-3033trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1011,Marnee Thai - Ninth,"#1,012 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Asian,Thai",+1 415-731-9999,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Seating, Waitstaff, Reservations, Serves Alcohol",11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,"1243 9th Avenue,San Francisco, CA 94122","Address:1243 9th Avenue,San Francisco, CA 94122Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-731-9999trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1012,Cafe Isabella,"#1,013 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Cafe,Mexican",,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,Seating,,7:30 am - 2:30 pm,7:30 am - 2:30 pm,7:30 am - 2:30 pm,7:30 am - 2:30 pm,8:00 am - 3:00 pm,8:30 am - 3:00 pm,"1414 Taylor St,San Francisco, CA 94133-4707","Address:1414 Taylor St,San Francisco, CA 94133-4707Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HilltrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1013,Martuni's Bar,"#1,014 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"International,Pub",+1 415-241-0205,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,"Seating, Serves Alcohol, Waitstaff, Wheelchair Accessible",4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,"4 Valencia Street,at corner of Market Street,San Francisco, CA","Address:4 Valencia Street,at corner of Market Street,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-241-0205trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1014,Craftsman and Wolves,"#1,015 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Cafe, Contemporary,French",14158551414,5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,$12,"Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Seating, Wheelchair Accessible",7:00 am - 5:00 pm,7:00 am - 5:00 pm,7:00 am - 5:00 pm,7:00 am - 5:00 pm,7:00 am - 5:00 pm,8:00 am - 5:00 pm,8:00 am - 5:00 pm,"1643 Pacific Ave,San Francisco, CA 94109-2517","Address:1643 Pacific Ave,San Francisco, CA 94109-2517Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:14158551414trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1015,Ajisen Ramen,"#1,016 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Japanese,Asian",+1 415-357-0288,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,,"Seating, Waitstaff, Wheelchair Accessible, Takeout",10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 7:00 pm,"865 Market St,San Francisco, CA 94103-1900","Address:865 Market St,San Francisco, CA 94103-1900Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-357-0288trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1016,Klyde Cafe & Wine Bar,"#1,017 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American, Wine Bar",+1 415-400-4792,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,"Seating, Waitstaff, Serves Alcohol, Wheelchair Accessible",6:30 am - 12:00 am,6:30 am - 12:00 am,6:30 am - 12:00 am,6:30 am - 12:00 am,6:30 am - 12:00 am,6:30 am - 12:00 am,6:30 am - 12:00 am,"386 Geary St,San Francisco, CA 94102-1802","Address:386 Geary St,San Francisco, CA 94102-1802Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-400-4792trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1017,Cafe Francisco,"#1,018 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,"American,Cafe,Delicatessen",+1 415-397-2602,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Seating, Takeout",9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,"2161 Powell St,San Francisco, CA 94133-1948","Address:2161 Powell St,San Francisco, CA 94133-1948Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-397-2602trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1018,Udupi Palace,"#1,019 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Indian,Gluten Free Options",+1 415-447-8400,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,,"Delivery, Takeout, Seating, Waitstaff, Wheelchair Accessible",12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,"1007 Valencia Street San Francisco, CA,San Francisco, CA","Address:1007 Valencia Street San Francisco, CA,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-447-8400trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1019,South Beach Cafe,"#1,020 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Italian,Cafe,Pizza",+1 415-974-1115,4.5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,$12,"Takeout, Seating, Wheelchair Accessible",8:30 am - 5:00 pm,8:30 am - 5:00 pm,8:30 am - 5:00 pm,8:30 am - 5:00 pm,8:30 am - 5:00 pm,8:30 am - 5:00 pm,8:30 am - 5:00 pm,"800 The Embarcadero,San Francisco, CA 94107-2115","Address:800 The Embarcadero,San Francisco, CA 94107-2115Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-974-1115trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1020,Dim Sum Club,"#1,021 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Chinese,Asian",+1 415-529-2615,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,"Takeout, Seating, Waitstaff",11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,"2250 Van Ness Ave,San Francisco, CA 94109-0753","Address:2250 Van Ness Ave,San Francisco, CA 94109-0753Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Russian HillNeighborhood: Russian HillPhone Number:+1 415-529-2615trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1021,Mister Jiu’s,"#1,022 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,"Chinese, Contemporary,Asian",+1 415-857-9688,4 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,,"Reservations, Serves Alcohol, Seating, Waitstaff, Wheelchair Accessible",,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 11:00 pm,5:30 pm - 11:00 pm,,"28 Waverly Pl,San Francisco, CA 94108-2119","Address:28 Waverly Pl,San Francisco, CA 94108-2119Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;ChinatownNeighborhood: ChinatownPhone Number:+1 415-857-9688trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1022,Miyabi Sushi,"#1,023 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Japanese,Sushi,Asian",+1 415-913-7332,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,$8 -$12,"Takeout, Seating, Waitstaff",11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 1:30 am,11:30 am - 1:30 am,"393 Bay St,San Francisco, CA 94133-1901","Address:393 Bay St,San Francisco, CA 94133-1901Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-913-7332trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1023,Uno Dos Taco,"#1,024 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Mexican,Latin,Fast Food,Spanish,South American, Central American",+1 415-974-6922,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,3.5 of 5 bubbles,,"Full Bar, Takeout, Seating, Serves Alcohol, Outdoor Seating, Wheelchair Accessible",7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 10:00 pm,,,"595 Market St,San Francisco, CA 94105-2802","Address:595 Market St,San Francisco, CA 94105-2802Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-974-6922trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1024,Osteria,"#1,025 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,Italian,+1 415-771-5030,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$31 -$50,"Reservations, Seating, Waitstaff, Serves Alcohol, Wheelchair Accessible",7:00 pm - 10:00 pm,,,,,,,"3277 Sacramento St,San Francisco, CA 94115-2047","Address:3277 Sacramento St,San Francisco, CA 94115-2047(Presidio)Public Transportation:Osteria is one block north of the 1- California MUNI Bus Stop on the corner of California Street and Presidio Ave. Take the ""Inbound to Downtown"" if you""re coming west of Presidio Ave. Take the ""Outbound to the Richmond"" east of Presidio Ave. http://www.sfmta.com/getting-around/transit/routes-stops/1-californiaLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-771-5030trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1025,North Beach Gyros,"#1,026 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mediterranean,Turkish,Greek,Middle Eastern,Persian,Halal",+1 415-655-9665,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,"Delivery, Takeout, Seating",11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 9:00 pm,"North Beach Gyros,701 Union St,San Francisco, CA 94133","Address:North Beach Gyros,701 Union St,San Francisco, CA 94133Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-655-9665trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1026,Taqueria El Sol,"#1,027 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mexican,Latin,Spanish",+1 415-441-0405,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,,"Takeout, Seating",10:00 am - 11:30 pm,10:00 am - 11:30 pm,10:00 am - 11:30 pm,10:00 am - 12:00 am,10:00 am - 12:00 am,10:00 am - 12:00 am,10:00 am - 11:30 pm,"595 Geary St,San Francisco, CA 94102-1651","Address:595 Geary St,San Francisco, CA 94102-1651Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-441-0405trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1027,Herbivore,"#1,028 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American,International,Vegetarian Friendly,Vegan Options",+1 415-826-5657,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Reservations",9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 10:00 pm,"983 Valencia St,San Francisco, CA 94110-2320","Address:983 Valencia St,San Francisco, CA 94110-2320Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-826-5657trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1028,Kyoto Sushi,"#1,029 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Japanese,Sushi,Asian",+1 415-351-1234,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,$10,"Takeout, Seating, Waitstaff",5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 12:00 am,5:00 pm - 12:00 am,5:00 pm - 10:30 pm,"1233 Van Ness Ave,San Francisco, CA 94109-5506","Address:1233 Van Ness Ave,San Francisco, CA 94109-5506Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-351-1234trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1029,Grub,"#1,030 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,American,+1 415-431-4782,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$20 -$30,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",6:00 pm - 12:30 am,6:00 pm - 12:30 am,6:00 pm - 12:30 am,6:00 pm - 12:30 am,6:00 pm - 12:30 am,10:00 am - 12:30 am,10:00 am - 12:30 am,"758 Valencia St,San Francisco, CA 94110-1735","Address:758 Valencia St,San Francisco, CA 94110-1735(18th St.)Public Transportation:BART at 16th Street Station. The 14 and 49 MUNI buses stop at 18th Street and Mission, just one block away.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-431-4782trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
