id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters,driveThrough
1749,ATYS,http://www.yelp.com/ /biz/atys-san-francisco,Home & Garden,Pricey,4.5 star rating,11:00 am-6:30 pm,11:00 am-6:30 pm,11:00 am-6:30 pm,11:00 am-6:30 pm,11:00 am-6:30 pm,11:00 am-6:30 pm,12:00 pm-6:00 pm,"2149 Union StSan Francisco, CA 94123",(415) 441-9220,,,,Yes,,,Street,,,,,,,,,,,,,
1750,Brasserie S&amp;P,http://www.yelp.com/ /biz/brasserie-s-and-p-san-francisco,"American (New),Bars,Breakfast & Brunch",$31-60,3.5 star rating,6:30 am-12:00 am,6:30 am-12:00 am,6:30 am-12:00 am,6:30 am-12:00 am,6:30 am-12:00 am,7:00 am-10:00 pm,7:00 am-10:00 pm,"222 Sansome StSan Francisco, CA 94104",(415) 276-9888,Yes,No,Yes,Yes,,Breakfast,"Valet, Garage, Street",Yes,No,Yes,Dressy,,Quiet,Full Bar,No,Free,Yes,Yes,No,
1751,Ceiba SF,http://www.yelp.com/ /biz/ceiba-sf-san-francisco,"Women's Clothing,Accessories,Men's Clothing",Pricey,4.0 star rating,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-8:00 pm,12:00 pm-7:00 pm,"1364 Haight StSan Francisco, CA 94117",(415) 437-9598,,,,Yes,Yes,,Street,Yes,,,,,,,,,,,,
1752,Two Birds,http://www.yelp.com/ /biz/two-birds-san-francisco-2,Women's Clothing,Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"1309 Castro StSan Francisco, CA 94114",(415) 285-1840,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1753,NARS,http://www.yelp.com/ /biz/nars-san-francisco-3,Cosmetics & Beauty Supply,Pricey,4.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"2050 Fillmore StSan Francisco, CA 94115",(415) 757-2485,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1754,In Fiore,http://www.yelp.com/ /biz/in-fiore-san-francisco-2,Cosmetics & Beauty Supply,Pricey,5.0 star rating,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,Closed,Closed,"San Francisco, CA",(415) 928-5661,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1755,Partita Custom Design Jewelry,http://www.yelp.com/ /biz/partita-custom-design-jewelry-san-francisco,"Jewelry,Watches",Pricey,4.5 star rating,Closed,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,12:00 pm-6:00 pm,"2235 Chestnut StSan Francisco, CA 94123",(415) 447-0795,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1756,"Edward P Miranda, MD FACS",http://www.yelp.com/ /biz/edward-p-miranda-md-facs-san-francisco-2,"Cosmetic Surgeons,Medical Spas",Pricey,4.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"77 Van Ness AveSan Francisco, CA 94102",(415) 379-9015,,,,Yes,,,,Yes,,,,,,,,,,,,
1757,Natural Resources,http://www.yelp.com/ /biz/natural-resources-san-francisco,"Maternity Wear,Adult Education,Baby Gear & Furniture",Pricey,4.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,11:00 am-5:00 pm,"1367 Valencia StSan Francisco, CA 94110",(415) 550-2611,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1758,Burke Williams Day Spa,http://www.yelp.com/ /biz/burke-williams-day-spa-san-francisco-2,"Day Spas,Massage,Skin Care",Pricey,4.0 star rating,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,9:00 am-10:00 pm,,(415) 694-7984,,,,Yes,No,,Garage,No,,,,,,,,,,,,
1759,Gold Leaf Confections,http://www.yelp.com/ /biz/gold-leaf-confections-san-francisco,"Caterers,Desserts",Pricey,5.0 star rating,,,,,,,,"San Francisco, CA 94111",,,,,No,,,,,,,,,,,,,,,,
1760,Giants Dugout,http://www.yelp.com/ /biz/giants-dugout-san-francisco,Sports Wear,Pricey,4.0 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,"24 Willie Mays PlzSan Francisco, CA 94107",(415) 947-3419,,,,Yes,Yes,,Street,Yes,,,,,,,,,,,,
1761,Seldom Seen,http://www.yelp.com/ /biz/seldom-seen-san-francisco,"Women's Clothing,Men's Clothing,Accessories",Pricey,5.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"522 Octavia StSan Francisco, CA 94102",(415) 757-0915,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1762,Gildardo Enrique,http://www.yelp.com/ /biz/gildardo-enrique-san-francisco,Hair Salons,Pricey,5.0 star rating,Closed,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,Closed,"391 Sutter St #608,San Francisco, CA 94108",(415) 385-1979,,,,Yes,,,"Garage, Street",,,,,,,,,,,,,
1763,Waterlilies,http://www.yelp.com/ /biz/waterlilies-san-francisco,"Swimwear,Women's Clothing",Pricey,5.0 star rating,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,Closed,"3440 Sacramento StSan Francisco, CA 94118",(415) 474-9200,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1764,Lash Lab,http://www.yelp.com/ /biz/lash-lab-san-francisco,Eyelash Service,Pricey,4.0 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,Closed,"2113 Union StSan Francisco, CA 94123",(888) 406-5274,,,,Yes,Yes,,"Garage, Street",Yes,,,,,,,,,,,,
1765,Propeller,http://www.yelp.com/ /biz/propeller-san-francisco,"Home Decor,Furniture Stores",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-5:00 pm,"555 Hayes StSan Francisco, CA 94102",(415) 701-7767,,,,Yes,,,Street,,,,,,,,,,,,,
1766,Crystal Jade Jiang Nan,http://www.yelp.com/ /biz/crystal-jade-jiang-nan-san-francisco,"Dim Sum,Cantonese,Lounges",$31-60,3.0 star rating,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-11:00 pm,,(415) 399-1200,Yes,Yes,Yes,Yes,No,,Garage,Yes,Yes,Yes,Casual,Upscale,Average,Full Bar,Yes,Free,No,Yes,No,
1767,Aria Antiques,http://www.yelp.com/ /biz/aria-antiques-san-francisco,Antiques,Pricey,5.0 star rating,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,Closed,"1522 Grant AveSan Francisco, CA 94133",(415) 433-0219,,,,No,,,Street,,,,,,,,,,,,,
1768,CryoSF,http://www.yelp.com/ /biz/cryosf-san-francisco-3,"Skin Care,Cryotherapy",Pricey,5.0 star rating,8:30 am-8:30 pm,8:30 am-8:30 pm,8:30 am-8:30 pm,8:30 am-8:30 pm,8:30 am-8:30 pm,8:30 am-8:30 pm,10:00 am-5:00 pm,"1735 Union StSan Francisco, CA 94123",(415) 801-5917,,,,Yes,No,,,Yes,,,,,,,,,,,,
1769,Feastly,http://www.yelp.com/ /biz/feastly-san-francisco-2,Supper Clubs,$31-60,3.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"San Francisco, CA 94110",(415) 885-9302,Yes,No,No,Yes,No,Dinner,,Yes,No,Yes,Casual,Casual,Average,Full Bar,No,No,No,Yes,No,
1770,Ornamento,http://www.yelp.com/ /biz/ornamento-san-francisco,"Wedding Planning,Party & Event Planning,Florists",Pricey,5.0 star rating,Closed,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,Closed,"950 Mason StSan Francisco, CA 94108",(415) 668-9624,,,,Yes,,,,,,,,,,,,,,,,
1771,Peoples Barber &amp; Shop,http://www.yelp.com/ /biz/peoples-barber-and-shop-san-francisco-2,Barbers,Pricey,4.0 star rating,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,"321 Valencia StSan Francisco, CA 94103",(415) 400-5955,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1772,Don’s Village Coins,http://www.yelp.com/ /biz/dons-village-coins-san-francisco,"Pawn Shops,Gold Buyers",Pricey,4.5 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-3:00 pm,Closed,"2536 Ocean AveSan Francisco, CA 94132",(415) 584-2515,,,,No,,,Street,Yes,,,,,,,,,,,,
1773,Wolford Boutiques,http://www.yelp.com/ /biz/wolford-boutiques-san-francisco,"Women's Clothing,Accessories",Pricey,4.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,12:00 pm-5:00 pm,"115 Maiden LnSan Francisco, CA 94108",(415) 391-6727,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1774,Laurence McKee CMT,http://www.yelp.com/ /biz/laurence-mckee-cmt-san-francisco,Skin Care,Pricey,5.0 star rating,,,,,,,,"2300 California StSan Francisco, CA 94115",(415) 600-1311,,,,Yes,,,Street,,,,,,,,,,,,,
1775,Spectacles of Union Square,http://www.yelp.com/ /biz/spectacles-of-union-square-san-francisco,Eyewear & Opticians,Pricey,4.5 star rating,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,11:00 am-5:30 pm,Closed,"177 Maiden LnSan Francisco, CA 94108",(415) 781-8556,,,,Yes,,,,Yes,,,,,,,,,,,,
1776,Falletti Foods,http://www.yelp.com/ /biz/falletti-foods-san-francisco,"Meat Shops,Grocery,Beer, Wine & Spirits",Pricey,3.5 star rating,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,"308 Broderick StSan Francisco, CA 94117",(415) 626-4400,,,Yes,Yes,Yes,,Private Lot,Yes,,,,,,,,,,,,
1777,"Craig Eymann, DC",http://www.yelp.com/ /biz/craig-eymann-dc-san-francisco,"Chiropractors,Massage,Acupuncture",Pricey,4.5 star rating,2:30 pm-6:30 pm,Closed,2:30 pm-6:30 pm,Closed,2:30 pm-6:30 pm,Closed,Closed,"129 Fillmore StSan Francisco, CA 94117",(415) 676-7779,,,,Yes,,,,No,,,,,,,,,,,,
1778,Fleur’t,http://www.yelp.com/ /biz/fleurt-san-francisco,Florists,Pricey,4.5 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,Closed,"3263 Sacramento StSan Francisco, CA 94115",(415) 751-2747,,,,Yes,,,Street,,,,,,,,,,,,,
1779,Pacific Plastic Surgery Group,http://www.yelp.com/ /biz/pacific-plastic-surgery-group-san-francisco,"Cosmetic Surgeons,Skin Care",Pricey,4.5 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"77 Van Ness AveSan Francisco, CA 94102",(415) 379-9015,,,,Yes,,,"Garage, Street",Yes,,,,,,,,,,,,
1780,Emy Vo,http://www.yelp.com/ /biz/emy-vo-san-francisco,"Makeup Artists,Hair Extensions,Blow Dry/Out Services",Pricey,5.0 star rating,,,,,,,,"3628 Sacramento StSan Francisco, CA 94118",,,,,Yes,,,,,,,,,,,,,,,,
1781,Bibbo Salon,http://www.yelp.com/ /biz/bibbo-salon-san-francisco,"Hair Salons,Day Spas",Pricey,4.5 star rating,8:30 am-7:00 pm,8:30 am-7:00 pm,8:30 am-7:00 pm,8:30 am-7:00 pm,8:30 am-7:00 pm,8:30 am-7:00 pm,Closed,"336 Sutter StSan Francisco, CA 94108",(628) 400-6129,,,,Yes,Yes,,Garage,Yes,Yes,,,,,,,,,,,
1782,Passiflora Designs,http://www.yelp.com/ /biz/passiflora-designs-san-francisco,"Florists,Wedding Planning",Pricey,4.5 star rating,,,,,,,,"San Francisco, CA 94107",(650) 784-9309,,,,Yes,,,Private Lot,,,,,,,,,,,,,
1783,Mscape Modern Interiors,http://www.yelp.com/ /biz/mscape-modern-interiors-san-francisco-2,"Furniture Stores,Interior Design",Pricey,4.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,11:00 am-6:00 pm,12:00 pm-5:00 pm,"521 6th StSan Francisco, CA 94103",(415) 543-1771,,,,Yes,,,Private Lot,Yes,,,,,,,,,,,,
1784,Room &amp; Board,http://www.yelp.com/ /biz/room-and-board-san-francisco,"Home Decor,Furniture Stores",Pricey,4.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-6:00 pm,11:00 am-6:00 pm,"685 Seventh StSan Francisco, CA 94103",(415) 252-9280,,,,Yes,No,,Private Lot,Yes,,,,,,,,,,,,
1785,Flower &amp; Gold Wedding Hair and Make-up,http://www.yelp.com/ /biz/flower-and-gold-wedding-hair-and-make-up-san-francisco,"Hair Salons,Makeup Artists",Pricey,5.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,"San Francisco, CA 94103",(415) 743-0452,,,,Yes,,,,,Yes,,,,,,,,,,,
1786,On Cue Pilates,http://www.yelp.com/ /biz/on-cue-pilates-san-francisco,"Pilates,Trainers,Massage",Pricey,4.5 star rating,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,8:00 am-3:00 pm,Closed,"2799 Sacramento StSan Francisco, CA 94115",(415) 359-9955,,,,No,,,Street,Yes,No,,,,,,,,,,,
1787,Edward’s Jewelry Imports,http://www.yelp.com/ /biz/edwards-jewelry-imports-san-francisco,Jewelry,Pricey,4.5 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,Closed,Closed,"888 Brannan StSan Francisco, CA 94103",(415) 626-9333,,,,Yes,,,Street,No,,,,,,,,,,,,
1788,Argonaut Hotel,http://www.yelp.com/ /biz/argonaut-hotel-san-francisco-4,"Hotels,Venues & Event Spaces",Pricey,4.0 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"495 Jefferson StSan Francisco, CA 94109",(415) 563-0800,,,,Yes,No,,,,,,,,,,,Free,,,,
1789,Alla Prima Fine Lingerie,http://www.yelp.com/ /biz/alla-prima-fine-lingerie-san-francisco-2,Lingerie,Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-5:00 pm,"539 Hayes StSan Francisco, CA 94102",(415) 864-8180,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1790,Color by Mia,http://www.yelp.com/ /biz/color-by-mia-san-francisco,Hair Stylists,Pricey,4.5 star rating,,,,,,,,"305 Grant StSan Francisco, CA 94108",(415) 823-4877,,,,Yes,,,"Garage, Street",Yes,No,,,,,,,,,,,
1791,Flowers Claire Marie,http://www.yelp.com/ /biz/flowers-claire-marie-san-francisco,Florists,Pricey,5.0 star rating,,,,,,,,"San Francisco, CA 94118",(415) 751-2997,,Yes,,Yes,,,,,,,,,,,,,,,,
1792,Body Mind Movement,http://www.yelp.com/ /biz/body-mind-movement-san-francisco-2,"Counseling & Mental Health,Massage,Life Coach",Pricey,5.0 star rating,Closed,Closed,10:00 am-7:00 pm,1:00 pm-7:30 pm,11:30 am-6:00 pm,Closed,Closed,"1850 Union StSan Francisco, CA 94123",(415) 613-6507,,,,No,,,Street,Yes,,,,,,,,,,,,
1793,AG Jeans,http://www.yelp.com/ /biz/ag-jeans-san-francisco,"Men's Clothing,Women's Clothing",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"20 O&#39;Farrell StreetSan Francisco, CA 94108",(415) 398-0546,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1794,Bloomingdale’s,http://www.yelp.com/ /biz/bloomingdales-san-francisco,"Department Stores,Cosmetics & Beauty Supply,Kitchen & Bath",Pricey,4.0 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,11:00 am-7:00 pm,,(415) 856-5300,,,,Yes,Yes,,Garage,Yes,,,,,,,,,,,,
1795,Seedstore,http://www.yelp.com/ /biz/seedstore-san-francisco,"Men's Clothing,Women's Clothing",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"212 Clement StSan Francisco, CA 94118",(415) 386-1600,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1796,Café at the Opera,http://www.yelp.com/ /biz/caf%C3%A9-at-the-opera-san-francisco,"Cafes,American (Traditional),Sandwiches",$31-60,3.5 star rating,Closed,6:00 pm-10:00 pm,6:00 pm-10:00 pm,6:00 pm-10:00 pm,6:00 pm-10:00 pm,6:00 pm-10:00 pm,Closed,"301 Van Ness AveSan Francisco, CA 94102",(415) 861-8150,Yes,No,No,Yes,,"Dinner, Dessert",Garage,No,No,Yes,Dressy,Classy,Average,Full Bar,No,No,No,Yes,Yes,
1797,Foodhall,http://www.yelp.com/ /biz/foodhall-san-francisco,"Coffee & Tea,Grocery,Ice Cream & Frozen Yogurt",Pricey,3.5 star rating,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-11:00 pm,"3100 16th StSan Francisco, CA 94103",(415) 872-6822,,,Yes,Yes,Yes,,,Yes,,,,,,,No,No,,,,
1798,L’Artisan Gourmet Parisian Macarons,http://www.yelp.com/ /biz/l-artisan-gourmet-parisian-macarons-san-francisco,Macarons,Pricey,4.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,Closed,"San Francisco, CA 94124",(415) 725-0337,,,,No,,,"Street, Private Lot",Yes,,,,,,,,,,,,
1799,City Picture Frame,http://www.yelp.com/ /biz/city-picture-frame-san-francisco,Framing,Pricey,4.0 star rating,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,9:00 am-5:00 pm,Closed,"2140 Folsom StSan Francisco, CA 94110",(415) 543-4105,,,,Yes,,,"Street, Private Lot",Yes,,,,,,,,,,,,
1800,Erica Carr,http://www.yelp.com/ /biz/erica-carr-san-francisco-4,Makeup Artists,Pricey,4.5 star rating,Closed,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,8:00 am-9:00 pm,10:00 am-7:00 pm,"678 Commercial StSan Francisco, CA 94108",(707) 321-5194,,,,Yes,,,Garage,,,,,,,,,,,,,
1801,Ayla,http://www.yelp.com/ /biz/ayla-san-francisco,"Cosmetics & Beauty Supply,Skin Care",Pricey,5.0 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-4:00 pm,Closed,"1825 Bush StSan Francisco, CA 94109",(415) 520-7320,,,,Yes,,,"Street, Private Lot",,,,,,,,,,,,,
1802,Spiral Hand Design,http://www.yelp.com/ /biz/spiral-hand-design-san-francisco,Florists,Pricey,5.0 star rating,9:00 am-5:00 pm,Closed,Closed,Closed,Closed,Closed,Closed,"610 22nd StSan Francisco, CA 94107",,,,,No,,,Street,,,,,,,,,,,,,
1803,Drs Hall &amp; Szeto Optometry,http://www.yelp.com/ /biz/drs-hall-and-szeto-optometry-san-francisco,"Optometrists,Eyewear & Opticians",Pricey,4.0 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,10:00 am-5:00 pm,Closed,"383 Sacramento StSan Francisco, CA 94111",(415) 781-2020,,,,Yes,No,,Garage,Yes,,,,,,,,,,,,
1804,Hotel Vitale,http://www.yelp.com/ /biz/hotel-vitale-san-francisco-4,Hotels,Pricey,4.0 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"8 Mission StreetSan Francisco, CA 94105",(415) 212-8156,,,,Yes,No,,,,,,,,,,,Free,,,,
1805,DesignNurd,http://www.yelp.com/ /biz/designnurd-san-francisco,"Makeup Artists,Face Painting,Graphic Design",Pricey,5.0 star rating,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,6:00 am-5:30 am,"425 Hyde StSan Francisco, CA 94109",(415) 710-0795,,,,Yes,,,,Yes,,,,,,,,,,,,
1806,Golden Gate BrewTours,http://www.yelp.com/ /biz/golden-gate-brewtours-san-francisco,"Breweries,Tours",Pricey,5.0 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,"San Francisco, CA 94115",(415) 676-1149,,,,Yes,,,,,,,,,,,,,,,,
1807,M Squared,http://www.yelp.com/ /biz/m-squared-san-francisco,Hair Salons,Pricey,4.5 star rating,,,,,,,,"912 Sutter StSan Francisco, CA 94109",(415) 474-6262,,,,No,,,"Garage, Street",,,,,,,,,,,,,
1808,JW Marriott San Francisco Union Square,http://www.yelp.com/ /biz/jw-marriott-san-francisco-union-square-san-francisco-2,Hotels,Pricey,4.0 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"515 Mason StSan Francisco, CA 94102",(415) 771-8600,,,,Yes,No,,,,,,,,,,,Paid,,,,
1809,Beate Comment,http://www.yelp.com/ /biz/beate-comment-san-francisco,"Skin Care,Hair Removal",Pricey,4.5 star rating,,,,,,,,"450 Sutter StSan Francisco, CA 94108",(415) 393-1490,,,,Yes,,,Garage,No,,,,,,,,,,,,
1810,FarmBox SF,http://www.yelp.com/ /biz/farmbox-sf-san-francisco-2,CSA,Pricey,4.5 star rating,,,,,,,,,(888) 888-8590,,,,Yes,,,,,,,,,,,,,,,,
1811,Harajuku SF,http://www.yelp.com/ /biz/harajuku-sf-san-francisco,"Women's Clothing,Accessories",Pricey,4.0 star rating,11:30 am-7:00 pm,Closed,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-6:00 pm,"22 Peace PlzSan Francisco, CA 94115",(415) 567-9233,,,,Yes,,,Garage,Yes,,,,,,,,,,,,
1812,DigWineSF,http://www.yelp.com/ /biz/digwinesf-san-francisco,"Beer, Wine & Spirits",Pricey,5.0 star rating,Closed,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,Closed,"1005 Minnesota StSan Francisco, CA 94107",(415) 648-6133,,,No,Yes,No,,Street,Yes,,,,,,,,,,,,
1813,5A5 Lounge,http://www.yelp.com/ /biz/5a5-lounge-san-francisco,Lounges,Pricey,3.0 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-9:00 pm,"244 Jackson StSan Francisco, CA 94111",(415) 989-2539,Yes,,,Yes,,,Street,Yes,,Yes,,Trendy,Very Loud,Full Bar,No,,No,,,
1814,The Dr. Martens Store,http://www.yelp.com/ /biz/the-dr-martens-store-san-francisco-2,Shoe Stores,Pricey,4.0 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,11:00 am-7:00 pm,"1621 Haight StSan Francisco, CA 94117",(415) 503-1772,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1815,Triple Aught Design,http://www.yelp.com/ /biz/triple-aught-design-san-francisco-2,Outdoor Gear,Pricey,4.0 star rating,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"551 Hayes StSan Francisco, CA 94102",(415) 318-8252,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1816,Gooder Supply,http://www.yelp.com/ /biz/gooder-supply-san-francisco,"Kitchen & Bath,Building Supplies,Contractors",Pricey,5.0 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,10:00 am-5:00 pm,Closed,"1601 Noriega StSan Francisco, CA 94122",(415) 731-3688,,,,Yes,,,Street,No,,,,,,,,,,,,
1817,Gray Area,http://www.yelp.com/ /biz/gray-area-san-francisco,"Cinema,Community Service/Non-Profit,Music Venues",Moderate,4.5 star rating,,,,,,,,"2665 Mission StSan Francisco, CA 94110",(415) 843-1423,,,,Yes,No,,Street,Yes,No,Yes,,,,No,No,,No,,,
