id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters
2664,Fuego,https://www.yelp.com/ /biz/fuego-san-francisco,Appliances,Ultra High-End,2.0 star rating,,,,,,,,"1500 Sansome StSan Francisco, CA 94111",(888) 883-8346,,,,,,,,,,,,,,,,,,,
2665,Sloan Miyasato,https://www.yelp.com/ /biz/sloan-miyasato-san-francisco,Furniture Stores,Ultra High-End,,,,,,,,,"2 Henry Adams StreetSan Francisco, CA 94103",(415) 431-1465,,,,Yes,,,,,,,,,,,,,,,
2666,Stephanie Odegard Collection,https://www.yelp.com/ /biz/stephanie-odegard-collection-san-francisco,"Furniture Stores,Carpeting",Ultra High-End,,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"2 Henry Adams St, Ste 330San Francisco, CA 94103",(415) 252-7917,,,,Yes,,,,,,,,,,,,,,,
2667,Endless Knot Rug Company,https://www.yelp.com/ /biz/endless-knot-rug-company-san-francisco-2,Home Decor,Ultra High-End,,,,,,,,,"2 Henry Adams StSan Francisco, CA 94103",(415) 934-9200,,,,Yes,,,,,,,,,,,,,,,
2668,Compton Place Hotel,https://www.yelp.com/ /biz/compton-place-hotel-san-francisco,Hotels,Ultra High-End,,,,,,,,,"San Francisco, CA 94102",(415) 781-5555,,,,,,,,,,,,,,,,,,,
2669,Mermaid Trading,https://www.yelp.com/ /biz/mermaid-trading-san-francisco,Jewelry,Ultra High-End,1.0 star rating,,,,,,,,"888 Brannan StreetSan Francisco, CA 94103",(415) 864-3002,,,,,,,,,,,,,,,,,,,
2670,Joanne Desmond,https://www.yelp.com/ /biz/joanne-desmond-san-francisco,Hair Salons,Ultra High-End,,,,,,,,,"Steiner StreetSan Francisco, CA",(415) 823-5300,,,,Yes,,,,,No,,,,,,,,,,
2671,Red Lantern Antiques,https://www.yelp.com/ /biz/red-lantern-antiques-san-francisco,Antiques,Ultra High-End,2.0 star rating,,,,,,,,"2157 Union StreetSan Francisco, CA 94123",(415) 776-8876,,,,,,,,,,,,,,,,,,,
2672,Forever Flawless,https://www.yelp.com/ /biz/forever-flawless-san-francisco-2,"Cosmetics & Beauty Supply,Skin Care",Ultra High-End,1.5 star rating,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,
2673,Wicker Wicker Wicker,https://www.yelp.com/ /biz/wicker-wicker-wicker-san-francisco,Furniture Stores,Ultra High-End,,,,,,,,,"485 Carolina StSan Francisco, CA 94107",,,,,Yes,,,Street,,,,,,,,,,,,
2674,Laville Antiques,https://www.yelp.com/ /biz/laville-antiques-san-francisco,Antiques,Ultra High-End,,,,,,,,,"200 Kansas StSan Francisco, CA 94103",(415) 255-7710,,,,Yes,,,,,,,,,,,,,,,
2675,US Video Rental,https://www.yelp.com/ /biz/us-video-rental-san-francisco,Videos & Video Game Rental,Ultra High-End,1.0 star rating,,,,,,,,"720 Geary StreetSan Francisco, CA 94109",(415) 775-5115,,,,Yes,,,,,,,,,,,,,,,
2676,Easyfinders,https://www.yelp.com/ /biz/easyfinders-san-francisco-3,"Mobile Phones,Mobile Phone Repair",Ultra High-End,1.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,,(415) 468-3883,,,,Yes,,,Street,No,,,,,,,,,,,
2677,Camera Express,https://www.yelp.com/ /biz/camera-express-san-francisco,Electronics,Ultra High-End,1.0 star rating,,,,,,,,"625 Grant AvenueSan Francisco, CA 94108",(415) 788-0443,,,,Yes,No,,,,,,,,,,,,,,
2678,Sheila Sohn Hair Design,https://www.yelp.com/ /biz/sheila-sohn-hair-design-san-francisco-2,"Hair Stylists,Blow Dry/Out Services",Ultra High-End,5.0 star rating,11:00 am-6:00 pm,Closed,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,Closed,"2118 Union StSan Francisco, CA 94123",(415) 793-3455,,,,Yes,,,Street,,Yes,,,,,,,,,,
2679,Eradiance,https://www.yelp.com/ /biz/eradiance-san-francisco,Jewelry,Ultra High-End,1.0 star rating,,,,,,,,"121 O&#39;Farrell st.San Francisco, CA 94102",,,,,Yes,,,Street,Yes,,,,,,,,,,,
2680,Antiquaire,https://www.yelp.com/ /biz/antiquaire-san-francisco,Antiques,Ultra High-End,,,,,,,,,"3489 Sacramento StreetSan Francisco, CA 94118",(415) 292-7500,,,,,,,,,,,,,,,,,,,
2681,MaxSold Estate Sales,https://www.yelp.com/ /biz/maxsold-estate-sales-san-francisco,"Estate Liquidation,Auction Houses",Ultra High-End,,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-1:00 pm,,(650) 713-3478,,,,,,,,Yes,,,,,,,,,,,
2682,AT&amp;T Authorized Retailer,https://www.yelp.com/ /biz/at-and-t-authorized-retailer-san-francisco-6,"Mobile Phones,Electronics",Ultra High-End,,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"2025 Irving StSan Francisco, CA 94122",(415) 504-8688,,,,Yes,,,,No,,,,,,,,,,,
2683,Online Camera Gallery,https://www.yelp.com/ /biz/online-camera-gallery-san-francisco,"Photography Stores & Services,Electronics",Ultra High-End,1.5 star rating,,,,,,,,"293 Jefferson StSan Francisco, CA 94133",(415) 563-6131,,,,Yes,,,,No,,,,,,,,,,,
2684,Trip Tel,https://www.yelp.com/ /biz/trip-tel-san-francisco,Mobile Phones,Ultra High-End,1.0 star rating,,,,,,,,"1525 Van Ness AvenueSan Francisco, CA 94109",(415) 474-3330,,,,,,,,,,,,,,,,,,,
2685,Pal Electronics Inc,https://www.yelp.com/ /biz/pal-electronics-inc-san-francisco,Electronics,Ultra High-End,1.0 star rating,,,,,,,,"410 Grant AveSan Francisco, CA 94108",(415) 834-9146,,,,Yes,,,,No,,,,,,,,,,,
2686,Glass &amp; Bottle Liquors,https://www.yelp.com/ /biz/glass-and-bottle-liquors-san-francisco,Convenience Stores,Ultra High-End,1.5 star rating,,,,,,,,"3150 Vicente StSan Francisco, CA 94116",(763) 560-2263,,,,Yes,,,Street,No,,,,,,,,,,,
2687,Farinelli,https://www.yelp.com/ /biz/farinelli-san-francisco,"Art Galleries,Home Decor",Ultra High-End,,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-7:00 pm,,(415) 433-4823,,,,Yes,,,,Yes,No,,,,,,,,,,
2688,Kaye’s Footwear,https://www.yelp.com/ /biz/kayes-footwear-san-francisco,Shoe Stores,Ultra High-End,2.0 star rating,,,,,,,,"1043 Grant AvenueSan Francisco, CA 94133",(415) 982-1683,,,,Yes,,,,,,,,,,,,,,,
2689,Airbrush Genie,https://www.yelp.com/ /biz/airbrush-genie-san-francisco,Tanning,Ultra High-End,,,,,,,,,"San Francisco, CA 94109",(415) 488-6237,,,,,,,,,,,,,,,,,,,
2690,Bond Latin Gallery,https://www.yelp.com/ /biz/bond-latin-gallery-san-francisco,Art Galleries,Ultra High-End,,Closed,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,Closed,"251 Post StSan Francisco, CA 94108",(415) 362-1480,,,,Yes,,,,,,,,,,,,,,,
2691,Style Studio,https://www.yelp.com/ /biz/style-studio-san-francisco,Personal Shopping,Ultra High-End,,,,,,,,,"San Francisco, CA 94107",(415) 536-3135,,,,,,,,,,,,,,,,,,,
2692,Frisco Electronics,https://www.yelp.com/ /biz/frisco-electronics-san-francisco,Photography Stores & Services,Ultra High-End,1.5 star rating,,,,,,,,"2800 Leavenworth StSan Francisco, CA 94133",(415) 351-2121,,,,Yes,,,,,,,,,,,,,,,
2693,Product54 Corporation,https://www.yelp.com/ /biz/product54-corporation-san-francisco,"Personal Shopping,Adult,Massage",Ultra High-End,,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,Closed,Closed,"795 Folsom StSan Francisco, CA 94103",(415) 496-9669,,,,No,,,,,,,,,,,,,,,
2694,Parkmerced Cleaners,https://www.yelp.com/ /biz/parkmerced-cleaners-san-francisco,Dry Cleaning & Laundry,Ultra High-End,2.0 star rating,,,,,,,,"47 Cambon DriveSan Francisco, CA 94132",(415) 587-6882,,,,Yes,,,,,,,,,,,,,,,
2695,Peggy Tom &amp; Associates-Non-Surgical Hair Addition,https://www.yelp.com/ /biz/peggy-tom-and-associates-non-surgical-hair-addition-san-francisco,Skin Care,Ultra High-End,,,,,,,,,"323 Geary StreetSan Francisco, CA 94102",(415) 391-2345,,,,,,,,,,,,,,,,,,,
2696,Mobile Systems,https://www.yelp.com/ /biz/mobile-systems-san-francisco,Mobile Phones,Ultra High-End,1.5 star rating,,,,,,,,"3251 20th AveSan Francisco, CA 94132",(415) 504-9800,,,,Yes,,,,,,,,,,,,,,,
2697,Gebrasa Comercio e Representacoes Ltda,https://www.yelp.com/ /biz/gebrasa-comercio-e-representacoes-ltda-san-francisco,"Computers,Electronics",Ultra High-End,,,,,,,,,"490 Post StSan Francisco, CA 94102",(433) 055-2832,,,,Yes,,,,,,,,,,,,,,,
2698,Bonamiko’s,https://www.yelp.com/ /biz/bonamikos-san-francisco,Art Galleries,Ultra High-End,1.0 star rating,,,,,,,,"444 Grant AveSan Francisco, CA 94108",(415) 391-7929,,,,Yes,,,Street,,No,,,,,,,,,,
2699,Thailand Spa &amp; Massage,https://www.yelp.com/ /biz/thailand-spa-and-massage-san-francisco,Massage,Ultra High-End,1.0 star rating,,,,,,,,"931 Kearny StreetSan Francisco, CA 94133",(415) 399-9902,,,,Yes,,,,,,,,,,,,,,,
2700,"Balmoral Hotel North, No. 1",https://www.yelp.com/ /biz/balmoral-hotel-north-no-1-san-francisco,Hotels,Ultra High-End,,9:30 am-5:30 pm,9:30 am-5:30 pm,9:30 am-5:30 pm,9:30 am-5:30 pm,9:30 am-5:30 pm,9:30 am-5:30 pm,Closed,"706 Kearny StreetSan Francisco, CA 94108",(415) 956-4103,,,,No,No,,,,,,,,,,,No,,,
2701,Von Demme-Dialogica,https://www.yelp.com/ /biz/von-demme-dialogica-san-francisco,Furniture Stores,Ultra High-End,1.0 star rating,,,,,,,,"1690 Union StreetSan Francisco, CA 94123",(415) 441-1696,,,,Yes,,,,,,,,,,,,,,,
2702,May Star Beauty Center,https://www.yelp.com/ /biz/may-star-beauty-center-san-francisco,Skin Care,Ultra High-End,2.0 star rating,,,,,,,,"728 Pacific AvenueSan Francisco, CA 94133",(415) 986-3882,,,,Yes,,,,,,,,,,,,,,,
2703,Third &amp; Townsend Liquor Store,https://www.yelp.com/ /biz/third-and-townsend-liquor-store-san-francisco,"Beer, Wine & Spirits",,1.0 star rating,,,,,,,,"699 3rd StSan Francisco, CA 94107",,,,,,,,,,,,,,,,,,,,
2704,Get Art Up,https://www.yelp.com/ /biz/get-art-up-san-francisco,Art Galleries,,,,,,,,,,"425 2nd StSan Francisco, CA 94110",(415) 645-3805,,,,,,,,,,,,,,,,,,,
2705,Le Souk,https://www.yelp.com/ /biz/le-souk-san-francisco,"Art Galleries,Arts & Crafts,Home Decor",,,,,,,,,,"1465 Custer AveSan Francisco, CA 94124",(415) 864-2251,,,,,,,,,,,,,,,,,,,
2706,Van Maren Concepts,https://www.yelp.com/ /biz/van-maren-concepts-san-francisco,"Interior Design,Furniture Stores",,5.0 star rating,,,,,,,,"406 B Washington BlvdSan Francisco, CA 94129",(415) 699-9531,,,,,,,,,,,,,,,,,,,
2707,Gadgethut,https://www.yelp.com/ /biz/gadgethut-san-francisco,"Mobile Phones,Mobile Phone Repair",,1.0 star rating,,,,,,,,"3251 20th AveSan Francisco, CA 94132",(510) 423-1739,,,,,,,,,,,,,,,,,,,
2708,Web Camera,https://www.yelp.com/ /biz/web-camera-san-francisco,Electronics,,1.0 star rating,,,,,,,,"61 Jefferson StSan Francisco, CA 94102",(415) 788-1611,,,,,,,,,,,,,,,,,,,
2709,World Camera,https://www.yelp.com/ /biz/world-camera-san-francisco,Photography Stores & Services,,1.0 star rating,,,,,,,,"101 Jefferson StreetSan Francisco, CA 94133",,,,,,,,,,,,,,,,,,,,
