title,phone,tags,price,yelp_rating,food_rating,service_rating,value_rating,atmosphere_rating,feature,street_address,zipcode,zipcode_extension,monday,tuesday,wednesday,thursday,friday,saturday,sunday,webpage
The Bistro at Cliff House,(414) 386-3330,"American, Seafood, Soups, American (New)",$31-$60,3.5,4/5,4/5,3/5,3.5/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar","1092 Point Lobos Avenue,Cliff House",94121,,4:15 PM-9:30 PM,4:15 PM-9:30 PM,4:15 PM-9:30 PM,4:15 PM-9:30 PM,4:15 PM-9:30 PM,4:15 PM-9:30 PM,8:30 AM-3:30 PM,http://www.yelp.com/biz/sutros-at-the-cliff-house-san-francisco
Taboun,,"Mediterranean, Middle Eastern",$10-$10,4.0,4.5/5,5/5,3.5/5,4.5/5,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout, Attire",203 Parnassus avenue,94117,,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,https://www.yelp.com/biz/taboun-san-francisco
Sugoi Sushi,(415) 401-8442,"Sushi, Japanese, Sushi Bars",$11-$30,4.0,2/5,3/5,,3/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Noiselevel",1058 Valencia street,94110,2427,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:00 PM-9:30 PM,https://www.yelp.com/biz/sugoi-sushi-san-francisco
Aurea Lounge,(415) 989-3500,"American, Bars",$31-$60,3.5,4/5,4/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Hastv, Reservations, Takeout, Noiselevel, Parking, Seating",905 California street Renaissance,94108,2201,12:00 AM-11:59 PM,12:00 AM-11:59 PM,12:00 AM-11:59 PM,12:00 AM-11:59 PM,12:00 AM-11:59 PM,12:00 AM-11:59 PM,12:00 AM-11:59 PM,http://www.yelp.com/biz/aurea-lounge-san-francisco
The Revolution Cafe,(415) 642-0474,"Cafe, Coffee & Tea, American (Traditional), Wine Bars",$5-$10,4.0,3.5/5,3/5,4.5/5,4.5/5,"Goodforkids, Hastv, Delivery, Bikeparking, Outdoor Seating",3248 22nd street,94110,,9:00 AM-12:00 AM,9:00 AM-12:00 AM,9:00 AM-12:00 AM,9:00 AM-12:00 AM,9:00 AM-2:00 AM,9:00 AM-2:00 AM,9:00 AM-12:00 AM,https://www.yelp.com/biz/the-revolution-cafe-san-francisco
Sutro's,(415) 386-3330,"American, Seafood, American (New)",$31-$80,3.5,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Parking Available, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar",1090 Point Lobos avenue Cliff House,94121,,9:00 AM-9:30 PM,9:00 AM-9:30 PM,9:00 AM-9:30 PM,9:00 AM-9:30 PM,9:00 AM-9:30 PM,9:00 AM-9:30 PM,8:30 AM-9:30 PM,http://www.yelp.com/biz/sutros-at-the-cliff-house-san-francisco
Fifty Fifty,(415) 684-8886,Coffee & Tea,Inexpensive,4.0,3/5,5/5,4/5,3/5,"Takeout, Delivery, Bikeparking",3157 Geary boulevard,94118,3316,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,8:00 AM-6:00 PM,8:00 AM-6:00 PM,https://www.yelp.com/biz/fifty-fifty-coffee-and-tea-san-francisco
Zazie,(415) 564-5332,"American, European, French, Breakfast & Brunch",$11-$30,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Highchairs Available, Goodforkids, Wifi, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Outdoor Seating, Seating",941 Cole street,94117,,"8:00 AM-2:00 PM, 5:00 PM-9:30 PM","8:00 AM-2:00 PM, 5:00 PM-9:30 PM","8:00 AM-2:00 PM, 5:00 PM-9:30 PM","8:00 AM-2:00 PM, 5:00 PM-9:30 PM","8:00 AM-2:00 PM, 5:00 PM-10:00 PM","9:00 AM-3:00 PM, 5:00 PM-10:00 PM","9:00 AM-3:00 PM, 5:00 PM-9:30 PM",https://www.yelp.com/biz/zazie-san-francisco
Columbus Cafe,(415) 274-2599,"Italian, Bar, Pub, Dive Bars, Sports Bars",$10-$10,4.0,4/5,3.5/5,,3.5/5,"Hastv, Bikeparking, Takeout, Parking",562 Green street,94133,3920,2:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,12:00 PM-2:00 AM,12:00 PM-2:00 AM,https://www.yelp.com/biz/columbus-cafe-san-francisco
Buffalo Burger Restaurant,(415) 668-1267,"American, Burgers",$10-$10,3.5,4/5,4/5,,5/5,"Delivery, Wifi, Bikeparking, Takeout, Parking",5317 Geary boulevard,94121,2322,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,https://www.yelp.com/biz/buffalo-burger-restaurant-san-francisco
Papalote Mexican Grill,,Mexican,$10-$10,3.5,4.5/5,4/5,3/5,3/5,"Delivery, Wifi, Bikeparking, Takeout, Attire, Parking",1777 Fulton street,94117,,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-9:00 PM,https://www.yelp.com/biz/papalote-mexican-grill-san-francisco-2
Mandalay,(415) 386-3896,"Asian, Burmese",$11-$30,4.0,4.5/5,4.5/5,4/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Reservations, Attire, Noiselevel, Seating",4348 California street,94118,1316,"11:30 AM-2:30 PM, 5:00 PM-9:30 PM",11:30 AM-3:30 PM,"11:30 AM-2:30 PM, 5:00 PM-9:30 PM","11:30 AM-2:30 PM, 5:00 PM-9:30 PM","11:30 AM-2:30 PM, 5:00 PM-10:00 PM",11:30 AM-10:00 PM,11:30 AM-10:00 PM,https://www.yelp.com/biz/mandalay-san-francisco
Ly's Vietnamese Cuisine,(415) 563-1927,"Vietnamese, Noodles, Desserts",$10-$10,4.5,4/5,4/5,,4/5,"Delivery, Hastv, Wifi, Ambience, Takeout, Attire, Noiselevel, Parking",1779 Lombard Street,94123,,"11:00 AM-3:00 PM, 4:30 PM-9:00 PM",,"11:00 AM-3:00 PM, 4:30 PM-9:00 PM","11:00 AM-3:00 PM, 4:30 PM-9:00 PM","11:00 AM-3:00 PM, 4:30 PM-9:00 PM",11:00 AM-9:00 PM,11:00 AM-9:00 PM,https://www.yelp.com/biz/lys-vietnamese-cuisine-san-francisco
Cholo Soy,(415) 312-7232,Peruvian,$10-$10,4.5,5/5,4/5,,5/5,"Delivery, Wifi, Ambience, Bikeparking, Takeout",2301 Mission street,94110,1898,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,,https://www.yelp.com/biz/cholo-soy-san-francisco
Waterfront Restaurant and Cafe,(415) 391-2696,"American, Soups, Seafood, American (New)",$31-$80,3.0,4/5,4/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Outdoor Seating, Noiselevel, Parking, Seating, Full Bar",Pier 7 The Embarcadero,94111,,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,http://www.yelp.com/biz/waterfront-restaurant-san-francisco-4
Durty Nelly's,(415) 664-2555,"Bar, Irish, Pub, Irish Pub",$5-$10,4.0,3.5/5,4/5,4/5,4/5,"Delivery, Hastv, Ambience, Bikeparking, Takeout, Parking, Seating",2328 Irving street,94122,1621,12:00 PM-2:00 AM,12:00 PM-2:00 AM,12:00 PM-2:00 AM,12:00 PM-2:00 AM,12:00 PM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,https://www.yelp.com/biz/durty-nellys-san-francisco
The Cavalier,,"American, Bar, British, American (New), Cocktail Bars",$31-$60,4.0,4/5,4.5/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar",360 Jessie street,94103,3002,7:00 AM-10:00 PM,7:00 AM-10:00 PM,7:00 AM-10:00 PM,7:00 AM-11:00 PM,7:00 AM-11:00 PM,7:00 AM-11:00 PM,7:00 AM-10:00 PM,http://www.yelp.com/biz/the-cavalier-san-francisco
The Buccaneer,(415) 673-8023,Dive Bars,Inexpensive,4.0,,4/5,4/5,4/5,"Hastv, Creditcard, Bikeparking, Takeout, Parking",2155 Polk street,94109,2506,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,https://www.yelp.com/biz/the-buccaneer-san-francisco
Hogwash,(415) 361-5500,"American, Bar, Pub, Gastropubs, Beer Bar",$11-$30,4.5,4.5/5,4.5/5,5/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Television, Wheelchair Accessible, Takeout, Parking, Seating, Full Bar",582 Sutter street,94102,1102,"11:00 AM-3:00 PM, 5:00 PM-11:00 PM","11:00 AM-3:00 PM, 5:00 PM-11:00 PM","11:00 AM-3:00 PM, 5:00 PM-11:00 PM","11:00 AM-3:00 PM, 5:00 PM-11:00 PM","11:00 AM-3:00 PM, 5:00 PM-11:00 PM",5:00 PM-2:00 AM,5:00 PM-12:00 AM,https://www.yelp.com/biz/hogwash-san-francisco
Metro Caffe,(415) 621-9536,"American, Cafe, Vegetarian Friendly, Burgers, Cheesesteaks, Hot Dogs",$8-$10,4.0,5/5,3/5,,4/5,"Alcohol, Delivery, Goodforkids, Wifi, Creditcard, Bikeparking, Takeout, Outdoor Seating, Parking",247 Fillmore street,94117,3536,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-9:00 PM,https://www.yelp.com/biz/metro-caffe-san-francisco
Dol Ho,(415) 392-2828,"Chinese, Asian, Dim Sum",$10-$20,4.0,4.5/5,3.5/5,3/5,4.5/5,"Waitstaff, Delivery, Hastv, Wifi, Ambience, Takeout, Seating",808 Pacific avenue,94133,4302,8:00 AM-3:00 PM,8:00 AM-3:00 PM,7:00 AM-5:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,https://www.yelp.com/biz/dol-ho-san-francisco
Poesia Osteria Italiana,(415) 252-9325,"Italian, Bars",$15-$60,4.0,4.5/5,4.5/5,4.5/5,4.5/5,"Accepts Visa, Serves Alcohol, Waitstaff, Delivery, Goodforkids, Accepts Discover, Alcohol, Accepts Mastercard, Hastv, Ambience, Street Parking, Bikeparking, Accepts American Express, Wine And Beer, Reservations, Takeout, Attire, Noiselevel, Seating, Full Bar",4072 18th street,94114,2534,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:00 PM-10:00 PM,http://www.yelp.com/biz/poesia-san-francisco
InnerFog Wine Bar,(415) 682-4116,"American, Wine Bar, Wine Bars",Moderate,4.0,4/5,4.5/5,4/5,4/5,"Takeout, Bikeparking, Hastv",545 Irving street,94122,2513,4:00 PM-10:00 PM,4:00 PM-11:00 PM,4:00 PM-11:00 PM,4:00 PM-11:00 PM,4:00 PM-12:00 AM,4:00 PM-12:00 AM,4:00 PM-10:00 PM,https://www.yelp.com/biz/inner-fog-san-francisco-5
The Little Shamrock,(415) 661-0060,Pubs,Inexpensive,4.0,,5/5,,3/5,"Parking, Bikeparking, Hastv",807 Lincoln Way,94122,2305,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,2:00 PM-2:00 AM,1:00 PM-2:00 AM,1:00 PM-2:00 AM,https://www.yelp.com/biz/the-little-shamrock-san-francisco
Hopwater Distribution,,"American, Bar, Pub, American (Traditional), Beer Bar",$11-$30,4.5,4/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Hastv, Bikeparking, Television, Wheelchair Accessible, Takeout, Parking, Seating, Full Bar",850 Bush street,94108,3313,5:00 PM-11:00 PM,5:00 PM-11:00 PM,5:00 PM-11:00 PM,5:00 PM-1:00 AM,5:00 PM-1:00 AM,5:00 PM-1:00 AM,5:00 PM-11:00 PM,https://www.yelp.com/biz/hopwater-distribution-san-francisco
La Santaneca,(415) 648-1034,"Latin, Spanish, Mexican, Salvadoran, Breakfast & Brunch",$10-$20,4.0,4.5/5,4/5,3.5/5,4.5/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Parking",3781 Mission street,94110,5844,,10:30 AM-11:00 PM,10:30 AM-11:00 PM,10:30 AM-11:00 PM,10:30 AM-3:00 AM,10:00 AM-3:00 AM,10:00 AM-11:00 PM,https://www.yelp.com/biz/la-santaneca-san-francisco
Tadich Grill,(415) 391-1849,"American, Seafood, Soups, American (Traditional)",$31-$60,4.0,4.5/5,4.5/5,4.5/5,4/5,"Accepts Visa, Serves Alcohol, Waitstaff, Delivery, Hastv, Accepts Mastercard, Ambience, Private Dining, Wheelchair Accessible, Wine And Beer, Takeout, Seating, Full Bar",240 California street,94111,4361,11:00 AM-9:30 PM,11:00 AM-9:30 PM,11:00 AM-9:30 PM,11:00 AM-9:30 PM,11:00 AM-9:30 PM,11:30 AM-9:30 PM,,http://www.yelp.com/biz/tadich-grill-san-francisco
Fogo de Chao Brazilian Steakhouse,(415) 427-0004,"Steakhouse, Brazilian, Barbecue, Gluten Free Options, Brazilian, Steakhouses",$31-$60,4.0,5/5,5/5,,4/5,"Serves Alcohol, Waitstaff, Hastv, Wifi, Ambience, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Highchairs Available",201 3rd street Suite 100,94103,3143,"11:30 AM-2:00 PM, 5:00 PM-10:00 PM","11:30 AM-2:00 PM, 5:00 PM-10:00 PM","11:30 AM-2:00 PM, 5:00 PM-10:00 PM","11:30 AM-2:00 PM, 5:00 PM-10:00 PM","11:30 AM-2:00 PM, 5:00 PM-10:30 PM",11:30 AM-10:30 PM,"11:00 AM-2:00 PM, 3:00 PM-9:00 PM",http://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-san-francisco-4
Super Star Restaurant,(415) 585-4360,"Filipino, Chinese",$10-$10,4.0,5/5,4/5,5/5,5/5,"Delivery, Wifi",4919 Mission street,94112,3415,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,,https://www.yelp.com/biz/superstar-restaurant-san-francisco
Hashiri,(415) 908-1919,"Japanese, Sushi, Sushi Bars",$61-$500,4.5,5/5,5/5,,4.5/5,"Accepts Visa, Serves Alcohol, Waitstaff, Hastv, Accepts Mastercard, Creditcard, Ambience, Accepts American Express, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Free Wifi, Full Bar",4 Mint Plaza,94103,,,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,,https://www.yelp.com/biz/hashiri-san-francisco
Golden Kim Tar,(415) 346-8889,"Asian, Chinese",$6-$20,3.5,4/5,4.5/5,5/5,4.5/5,"Alcohol, Delivery, Hastv, Wifi, Ambience, Bikeparking, Reservations, Takeout, Attire, Noiselevel, Parking",434 Larkin Street,94102,,10:00 AM-9:30 PM,10:00 AM-9:30 PM,10:00 AM-9:30 PM,10:00 AM-9:30 PM,10:00 AM-9:30 PM,10:00 AM-9:30 PM,10:00 AM-9:30 PM,https://www.yelp.com/biz/golden-kim-tar-san-francisco
Le Petitt's Kitchen,(415) 355-9404,Sandwiches,$10-$10,4.0,,,,,"Delivery, Wifi, Takeout, Attire",265 Golden Gate avenue,94102,3709,9:00 AM-3:30 PM,9:00 AM-3:30 PM,9:00 AM-3:30 PM,9:00 AM-3:30 PM,9:00 AM-3:30 PM,,,https://www.yelp.com/biz/le-petitts-kitchen-san-francisco-2
Summer Place Cocktail Lounge,(415) 441-2252,Cocktail Bars,Inexpensive,4.0,3/5,4/5,,4/5,"Hastv, Parking",801 Bush street,94108,3312,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-2:00 AM,6:00 PM-12:00 AM,https://www.yelp.com/biz/summer-place-cocktail-lounge-san-francisco
The Showdown,(415) 503-0684,"American, Bars",Inexpensive,4.0,3/5,4/5,,4/5,"Takeout, Hastv, Parking",10 6th street,94103,1602,5:00 PM-10:00 PM,5:00 PM-12:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,5:00 PM-2:00 AM,8:00 PM-2:00 AM,8:00 PM-2:00 AM,https://www.yelp.com/biz/showdown-san-francisco-2
Chapeau,(415) 750-9787,"French, Wine Bars",$31-$80,4.5,4.5/5,4.5/5,4/5,4.5/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar",126 Clement street,94118,2420,,,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:00 PM,http://www.yelp.com/biz/chapeau-san-francisco
Amawele's South African Kitchen,(415) 730-4871,South African,$10-$10,4.0,4/5,3/5,,4/5,"Delivery, Hastv, Wifi, Bikeparking, Takeout, Attire",101 Spear street,94105,1559,10:30 AM-2:30 PM,10:30 AM-2:30 PM,10:30 AM-2:30 PM,10:30 AM-2:30 PM,10:30 AM-2:30 PM,,,https://www.yelp.com/biz/amaweles-south-african-kitchen-san-francisco-2
Mint Cafe,(415) 431-6468,Sandwiches,$10-$10,4.0,,,,,"Delivery, Hastv, Wifi, Bikeparking, Takeout",400 McAllister street,94102,4512,8:00 AM-3:30 PM,8:00 AM-3:30 PM,8:00 AM-3:30 PM,8:00 AM-3:30 PM,8:00 AM-3:30 PM,10:00 AM-5:00 PM,12:00 PM-4:00 PM,https://www.yelp.com/biz/mint-cafe-san-francisco
Piperade,(415) 391-2555,"Spanish, Basque",$25-$80,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Goodforkids, Hastv, Ambience, Bikeparking, Private Dining, Reservations, Takeout, Attire, Noiselevel, Seating, Full Bar",1015 Battery street,94111,1220,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,5:30 PM-10:00 PM,,http://www.yelp.com/biz/piperade-san-francisco
Mong Thu Cafe,(415) 928-6724,"Vietnamese, Sandwiches, Soup",$10-$10,4.5,5/5,3/5,,5/5,"Delivery, Wifi, Ambience, Parking",248 Hyde street,94102,3324,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,https://www.yelp.com/biz/mong-thu-cafe-san-francisco
Fog Baby Cafe,,"Breakfast & Brunch, Desserts, Sandwiches",$10-$10,4.0,4/5,4/5,,4/5,"Delivery, Goodforkids, Wifi, Creditcard, Bikeparking, Takeout, Attire",3516 Balboa street,94121,2602,9:00 AM-3:00 PM,9:00 AM-3:00 PM,,9:00 AM-3:00 PM,9:00 AM-3:00 PM,9:00 AM-3:00 PM,9:00 AM-3:00 PM,https://www.yelp.com/biz/fog-baby-cafe-san-francisco
Prima Cafe,,"Coffee & Tea, Juice Bars & Smoothies",Inexpensive,4.5,,,,,"Delivery, Creditcard, Bikeparking, Takeout, Attire",215 Fremont street,94105,2310,6:00 AM-4:00 PM,6:00 AM-4:00 PM,6:00 AM-4:00 PM,6:00 AM-4:00 PM,6:00 AM-4:00 PM,,,https://www.yelp.com/biz/prima-cafe-san-francisco
Waterbar,(415) 284-9922,"Seafood, Gluten Free Options, American (New), Live/Raw Food",$15-$60,3.5,4.5/5,4.5/5,4.5/5,4/5,"Waitstaff, Goodforkids, Takeout, Noiselevel, Seating, Full Bar, Accepts Visa, Serves Alcohol, Private Dining, Parking Available, Accepts Mastercard, Street Parking, Reservations, Valet Parking, Outdoor Seating, Hastv, Accepts Discover, Ambience, Bikeparking, Accepts American Express, Wheelchair Accessible, Highchairs Available, Free Wifi",399 The Embarcadero,94105,,11:30 AM-9:30 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-9:30 PM,http://www.yelp.com/biz/waterbar-san-francisco
Portal's Tavern,(415) 731-1208,"Pub, Pubs, Sports Bars",Inexpensive,4.0,,4.5/5,4/5,4/5,"Goodforkids, Hastv, Bikeparking, Parking",179 W Portal avenue,94127,1305,10:00 AM-2:00 AM,10:00 AM-2:00 AM,10:00 AM-2:00 AM,10:00 AM-2:00 AM,10:00 AM-2:00 AM,10:00 AM-2:00 AM,10:00 AM-2:00 AM,https://www.yelp.com/biz/portals-tavern-san-francisco
Two Jacks Seafood,(415) 431-6290,Seafood,$10-$10,3.5,5/5,4/5,3/5,4/5,"Delivery, Hastv, Wifi, Bikeparking, Takeout, Attire, Parking",401 Haight street,94117,3505,11:00 AM-4:00 PM,11:00 AM-8:00 PM,11:00 AM-8:00 PM,11:00 AM-8:00 PM,11:00 AM-9:00 PM,12:00 PM-9:00 PM,,https://www.yelp.com/biz/two-jacks-seafood-san-francisco-3
El Huarache Loco,(415) 647-9423,Mexican,$10-$10,4.0,5/5,4/5,,5/5,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking",100 Alemany boulevard,94110,6221,,,,,,9:00 AM-2:00 PM,9:00 AM-2:00 PM,https://www.yelp.com/biz/el-huarache-loco-san-francisco
Monsieur Benjamin,(415) 403-2233,"French, Wine Bars, Desserts",$31-$60,4.0,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar",451 Gough street,94102,,5:00 PM-12:00 AM,5:00 PM-12:00 AM,5:00 PM-12:00 AM,5:00 PM-12:00 AM,5:00 PM-12:00 AM,"11:00 AM-2:30 PM, 5:00 PM-12:00 AM","11:00 AM-2:30 PM, 5:00 PM-12:00 AM",http://www.yelp.com/biz/monsieur-benjamin-san-francisco
Poc-Chuc Restaurant,(415) 558-1583,"Mexican, Latin, Spanish, Latin American",$11-$30,4.0,4/5,4/5,4/5,4/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire, Noiselevel, Parking",2886 16th street,94103,,5:00 PM-10:00 PM,10:30 AM-10:00 PM,10:30 AM-10:00 PM,10:30 AM-10:00 PM,10:30 AM-10:00 PM,10:30 AM-10:00 PM,,https://www.yelp.com/biz/poc-chuc-san-francisco
Fillmore Street Cafe,(415) 749-0987,"Coffee & Tea, Delis, Cafes",$10-$10,4.0,5/5,5/5,4/5,5/5,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout, Parking",1301 Fillmore street,94115,4112,6:00 AM-9:00 PM,6:00 AM-9:00 PM,6:00 AM-9:00 PM,6:00 AM-9:00 PM,6:00 AM-10:00 PM,7:00 AM-10:00 PM,8:00 AM-4:00 PM,https://www.yelp.com/biz/fillmore-street-cafe-san-francisco
Thoughts Style Cuisine Showroom,(415) 252-7919,"Italian, Thai, Comfort Food",$11-$30,4.0,4/5,4/5,,5/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire, Noiselevel",139 8th street,94103,2715,"11:30 AM-2:30 PM, 5:00 PM-9:00 PM","11:30 AM-3:00 PM, 5:00 PM-9:00 PM","11:30 AM-3:00 PM, 5:00 PM-9:00 PM","11:30 AM-3:00 PM, 5:00 PM-9:00 PM","11:00 AM-3:00 PM, 5:00 PM-9:00 PM",11:30 AM-10:00 PM,11:30 AM-10:00 PM,https://www.yelp.com/biz/thoughts-style-cuisine-showroom-san-francisco
Front Door Cafe,(415) 989-3244,"Sandwiches, American (Traditional)",$10-$10,4.0,4/5,5/5,3/5,5/5,"Delivery, Wifi, Bikeparking, Takeout, Attire",1 Front street Lbby 2,94111,5325,6:00 AM-3:30 PM,6:00 AM-3:30 PM,6:00 AM-3:30 PM,6:00 AM-3:30 PM,6:00 AM-3:30 PM,,,https://www.yelp.com/biz/front-door-cafe-san-francisco
Crepes SVP,(415) 936-6974,"Creperies, Sandwiches, Gluten-Free",$11-$30,4.5,4/5,5/5,,3/5,"Delivery, Goodforkids, Hastv, Wifi, Creditcard, Ambience, Bikeparking, Takeout, Attire, Noiselevel, Parking","Myriad Food Court building,2175 Market Street",94114,,,"10:30 AM-2:30 PM, 5:30 PM-8:00 PM","10:30 AM-2:30 PM, 5:30 PM-8:00 PM","10:30 AM-2:30 PM, 5:30 PM-8:00 PM","10:30 AM-2:30 PM, 5:30 PM-8:00 PM",10:30 AM-2:30 PM,10:30 AM-2:30 PM,https://www.yelp.com/biz/crepes-sil-vous-plait-san-francisco
The Deli Lama,(415) 821-3795,"Delis, Cheesesteaks, Breakfast & Brunch",$10-$10,4.5,,,,,"Hastv, Delivery, Wifi, Bikeparking, Parking",150 Toland street,94124,1146,6:30 AM-2:30 PM,6:30 AM-2:30 PM,6:30 AM-2:30 PM,6:30 AM-2:30 PM,6:30 AM-2:30 PM,,,https://www.yelp.com/biz/the-deli-lama-san-francisco
Turk Amp Larkin Deli,(415) 771-6889,"American, Delicatessen, Delis, Sandwiches",$10-$10,4.5,,,,,"Delivery, Hastv, Wifi, Bikeparking, Attire",476 Turk street,94102,3330,10:00 AM-3:30 PM,10:00 AM-3:30 PM,10:00 AM-3:30 PM,10:00 AM-3:30 PM,10:00 AM-3:30 PM,,,https://www.yelp.com/biz/turk-and-larkin-deli-san-francisco
Parallel 37,(415) 773-6168,"Contemporary, American, American (New)",$50-$155,4.0,4.5/5,4.5/5,4/5,4/5,"Waitstaff, Takeout, Noiselevel, Seating, Full Bar, Accepts Visa, Serves Alcohol, Private Dining, Parking Available, Accepts Mastercard, Wine And Beer, Reservations, Valet Parking, Hastv, Accepts Discover, Ambience, Bikeparking, Accepts American Express, Wheelchair Accessible, Parking, Free Wifi",600 Stockton street,94108,2311,6:30 AM-11:00 AM,"6:30 AM-11:00 AM, 5:30 PM-9:15 PM","6:30 AM-11:00 AM, 5:30 PM-9:15 PM","6:30 AM-11:00 AM, 5:30 PM-9:15 PM","6:30 AM-11:00 AM, 5:30 PM-9:15 PM","6:30 AM-11:30 AM, 5:30 PM-9:15 PM","6:30 AM-11:30 AM, 5:30 PM-9:15 PM",https://www.yelp.com/biz/parallel-37-san-francisco
