A_id,A_title,A_popularity,A_rating,A_price,A_cuisine,A_phone,A_food_rating,A_service_rating,A_value_rating,A_atmosphere_rating,A_price_range,A_feature,A_mon,A_tue,A_wed,A_thu,A_fri,A_sat,A_sun,A_address,A_description,B_id,B_title,B_yelpPage,B_categories,B_price,B_rating,B_mon,B_tue,B_wed,B_thu,B_fri,B_sat,B_sun,B_addr,B_phone,B_takeout,B_creditCard,B_applePay,B_parking,B_bikeParking,B_outdoorSeating,B_wifi,B_caters,B_reservations,B_delivery,B_goodFor,B_goodForKids,B_goodForGroups,B_attire,B_ambience,B_noiseLevel,B_alcohol,B_hasTV,B_waiterService,B_driveThrough
582,Jake's Steaks,"#583 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"American, Bar,Steakhouse,Pub, Diner",+1 415-922-2211,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$20,"Waitstaff, Takeout, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Delivery, Outdoor Seating, Television, Highchairs Available, Wheelchair Accessible",10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,"3301 Buchanan St,San Francisco, CA 94123-2801","Address:3301 Buchanan St,San Francisco, CA 94123-2801Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistrictPhone Number:+1 415-922-2211trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",653,Jake’s Steaks,https://www.yelp.com/ /biz/jakes-steaks-san-francisco,"Sandwiches,Sports Bars,Cheesesteaks",Under $10,4.0 star rating,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,"3301 Buchanan StSan Francisco, CA 94123",(415) 922-2211,Yes,Yes,No,Street,Yes,Yes,Free,No,No,Yes,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
585,The Oak Room - The Westin St. Francis,"#586 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,American,+1 415-774-0264,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$30 -$50,"Reservations, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol",12:00 pm - 2:00 pm,12:00 pm - 2:00 pm,12:00 pm - 2:00 pm,12:00 pm - 2:00 pm,12:00 pm - 2:00 pm,12:00 pm - 2:00 pm,12:00 pm - 2:00 pm,"335 Powell St,San Francisco, CA 94102-1804","Address:335 Powell St,San Francisco, CA 94102-1804(Post and Geary)Public Transportation:There is a cable car stop in front of the hotel. Also, the Post and Geary street buses stop near the Hotel.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-774-0264trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1721,The Oak Room Restaurant,http://www.yelp.com/ /biz/the-oak-room-restaurant-san-francisco,American (New),$31-60,3.0 star rating,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-11:00 pm,6:30 am-11:00 pm,"335 Powell StSan Francisco, CA 94102",(415) 774-0264,No,Yes,,Garage,No,No,Free,No,Yes,No,Dinner,No,Yes,Casual,,Quiet,Full Bar,No,Yes,
586,Californios,"#587 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$$$$,Mexican,+1 415-757-0994,5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,"Reservations, Seating, Waitstaff, Wheelchair Accessible",,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,,"3115 22nd St,San Francisco, CA 94110-3218","Address:3115 22nd St,San Francisco, CA 94110-3218Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-757-0994trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",2231,Californios,https://www.yelp.com/ /biz/californios-san-francisco,"Mexican,Seafood,Salad",Above $61,4.5 star rating,Closed,5:30 pm-9:00 pm,5:30 pm-9:00 pm,5:30 pm-9:00 pm,5:30 pm-9:00 pm,5:30 pm-9:00 pm,Closed,"3115 22nd StSan Francisco, CA 94110",(415) 757-0994,No,Yes,Yes,Street,No,No,No,No,Yes,No,Dinner,No,No,Dressy,"Intimate, Romantic",Average,Beer & Wine Only,No,Yes,
59,Liholiho Yacht Club,"#60 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Asian,Hawaiian,Gluten Free Options",+1 415-440-5446,5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,,"871 Sutter St,San Francisco, CA 94109-6168","Address:871 Sutter St,San Francisco, CA 94109-6168Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-440-5446trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1240,Liholiho Yacht Club,http://www.yelp.com/ /biz/liholiho-yacht-club-san-francisco-2,"American (New),Seafood",$31-60,4.5 star rating,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,Closed,"871 Sutter StSan Francisco, CA 94109",(415) 440-5446,No,Yes,No,"Garage, Street",No,No,No,No,Yes,No,Dinner,No,Yes,Casual,Casual,Average,Full Bar,No,Yes,
590,Blue Bottle Cafe,"#591 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,Cafe,+1 415-252-7535,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,Takeout,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,8:00 am - 6:00 pm,"315 Linden St.,San Francisco, CA","Address:315 Linden St.,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Hayes ValleyNeighborhood: Hayes ValleyPhone Number:+1 415-252-7535trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",915,Blue Bottle Coffee,https://www.yelp.com/ /biz/blue-bottle-coffee-san-francisco-8,Coffee & Tea,Moderate,4.5 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-6:00 pm,"315 Linden StSan Francisco, CA 94102",(510) 653-3394,Yes,Yes,Yes,Street,Yes,Yes,No,,,,,,,,,,,,,
594,Pork Store Cafe,"#595 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"American,Cafe, Diner",+1 415-864-6981,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Wheelchair Accessible",7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,"1451 Haight St,San Francisco, CA 94117-2910","Address:1451 Haight St,San Francisco, CA 94117-2910Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Haight-AshburyNeighborhood: Haight-AshburyPhone Number:+1 415-864-6981trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1124,Pork Store Cafe,https://www.yelp.com/ /biz/pork-store-cafe-san-francisco,"Breakfast & Brunch,Coffee & Tea",$11-30,4.0 star rating,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,8:00 am-4:00 pm,8:00 am-4:00 pm,"1451 Haight StSan Francisco, CA 94117",(415) 864-6981,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Breakfast, Brunch",Yes,No,Casual,Casual,Average,No,No,Yes,
595,Aziza,"#596 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"Moroccan,African",+1 415-752-2222,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$31 -$80,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar",5:30 pm - 10:30 pm,,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,"5800 Geary Blvd,San Francisco, CA 94121-2005","Address:5800 Geary Blvd,San Francisco, CA 94121-2005(22nd Ave.)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-752-2222trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1488,Aziza - Temp. CLOSED,http://www.yelp.com/ /biz/aziza-san-francisco,"Moroccan,Wine Bars,Cocktail Bars",$31-60,4.0 star rating,,,,,,,,"5800 Geary BlvdSan Francisco, CA 94121",,No,Yes,No,"Valet, Street",No,No,No,No,Yes,No,Dinner,No,Yes,Casual,Romantic,Average,Full Bar,No,Yes,
596,Griddle Fresh,"#597 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,American,+1 415-647-7037,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,,"Seating, Waitstaff, Takeout",8:00 am - 2:45 pm,8:00 am - 2:45 pm,8:00 am - 2:45 pm,8:00 am - 2:45 pm,8:00 am - 2:45 pm,8:00 am - 2:45 pm,8:00 am - 2:45 pm,"4007 24th St,San Francisco, CA 94114-3715","Address:4007 24th St,San Francisco, CA 94114-3715Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-647-7037trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",931,Griddle Fresh,https://www.yelp.com/ /biz/griddle-fresh-san-francisco,"Breakfast & Brunch,Salad,American (New)",$11-30,4.0 star rating,8:00 am-2:45 pm,8:00 am-2:45 pm5:00 pm-9:30 pm,8:00 am-2:45 pm5:00 pm-9:30 pm,8:00 am-2:45 pm5:00 pm-9:30 pm,8:00 am-2:45 pm5:00 pm-9:30 pm,8:00 am-2:45 pm5:00 pm-9:30 pm,8:00 am-2:45 pm5:00 pm-9:30 pm,"4007 24th StSan Francisco, CA 94114",(415) 647-7037,Yes,Yes,No,Street,Yes,Yes,No,No,No,No,"Breakfast, Brunch",Yes,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
598,Le P'tit Laurent,"#599 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,French,+1 415-334-3235,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$30 -$30,"Reservations, Seating, Waitstaff, Serves Alcohol",5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,5:30 pm - 9:30 pm,"699 Chenery St,San Francisco, CA 94131-3033","Address:699 Chenery St,San Francisco, CA 94131-3033Public Transportation:One block from bartLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-334-3235trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1164,Le P’tit Laurent,https://www.yelp.com/ /biz/le-ptit-laurent-san-francisco-2,French,$11-30,4.0 star rating,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-9:30 pm,"699 Chenery StSan Francisco, CA 94131",(415) 334-3235,Yes,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,,Average,Full Bar,No,Yes,
6,Anchor Oyster Bar & Seafood Market,"#7 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Seafood,Soups",+1 415-552-7584,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$21 -$30,"Takeout, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 10:30 pm,4:30 pm - 9:30 pm,"579 Castro St,San Francisco, CA 94114-2511","Address:579 Castro St,San Francisco, CA 94114-2511Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-552-7584trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1231,Anchor Oyster Bar,http://www.yelp.com/ /biz/anchor-oyster-bar-san-francisco,Seafood,$31-60,4.5 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,4:00 pm-9:30 pm,"579 Castro StSan Francisco, CA 94114",(415) 431-3990,Yes,Yes,No,Street,Yes,No,No,No,No,No,Dinner,No,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
60,Yank Sing - Rincon Center,"#61 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Chinese,Asian,Gluten Free Options",+1 415-781-1111,4.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$20 -$30,"Takeout, Reservations, Seating, Waitstaff, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,10:00 am - 4:00 pm,10:00 am - 4:00 pm,"101 Spear St,One Rincon Ctr,San Francisco, CA 94105-1559","Address:101 Spear St,One Rincon Ctr,San Francisco, CA 94105-1559Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-781-1111trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1455,Yank Sing,http://www.yelp.com/ /biz/yank-sing-san-francisco-2,"Dim Sum,Cantonese",$31-60,3.5 star rating,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,11:00 am-3:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,"101 Spear StSan Francisco, CA 94105",(415) 781-1111,Yes,Yes,No,,Yes,No,No,Yes,Yes,No,Lunch,Yes,Yes,Casual,Casual,Average,Full Bar,No,Yes,
600,Garden Court,"#601 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,American,+1 415-512-1111,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,5 of 5 bubbles,$35 -$80,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Parking Available, Valet Parking, Free Wifi",6:30 am - 2:00 pm,6:30 am - 2:00 pm,6:30 am - 2:00 pm,6:30 am - 2:00 pm,6:30 am - 2:00 pm,6:30 am - 2:30 pm,7:00 am - 1:30 pm,"2 New Montgomery St,Palace Hotel,San Francisco, CA 94105","Address:2 New Montgomery St,Palace Hotel,San Francisco, CA 94105(Market St.)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-512-1111trkP:waypoint_for_poiPLACEMENT waypoint_for_poiThis restaurant is atPalace Hoteletk",1523,The Garden Court,http://www.yelp.com/ /biz/the-garden-court-san-francisco,"Tea Rooms,Breakfast & Brunch,Lounges",$31-60,3.5 star rating,6:30 am-10:30 am11:30 am-2:00 pm5:30 pm-10:00 pm,6:30 am-10:30 am11:30 am-2:00 pm5:30 pm-10:00 pm,6:30 am-10:30 am11:30 am-2:00 pm5:30 pm-10:00 pm,6:30 am-10:30 am11:30 am-2:00 pm5:30 pm-10:00 pm,6:30 am-10:30 am11:30 am-5:00 pm5:30 pm-10:00 pm,6:30 am-11:00 am11:30 am-5:00 pm5:30 pm-10:00 pm,7:00 am-10:00 am2:00 pm-5:00 pm5:30 pm-10:00 pm,"2 New Montgomery StSan Francisco, CA 94105",(415) 512-1111,No,Yes,No,Valet,No,No,No,No,Yes,No,Brunch,Yes,Yes,Dressy,Classy,Average,Full Bar,No,Yes,
601,Nick's Crispy Taco's,"#602 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Mexican, Bar,Pub",+1 415-409-8226,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,$5 -$10,"Takeout, Seating, Television, Wheelchair Accessible, Full Bar, Serves Alcohol",11:30 am - 10:00 pm,11:30 am - 10:30 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 11:00 pm,10:30 am - 10:00 pm,10:30 am - 10:00 pm,"1500 Broadway,San Francisco, CA 94109-2516","Address:1500 Broadway,San Francisco, CA 94109-2516Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Russian HillNeighborhood: Russian HillPhone Number:+1 415-409-8226trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",522,Nick’s Crispy Tacos,https://www.yelp.com/ /biz/nicks-crispy-tacos-san-francisco-2,"Mexican,Lounges,Venues & Event Spaces",Under $10,4.0 star rating,11:30 am-10:00 pm,11:30 am-12:00 am,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-12:00 am,11:30 am-2:00 pm,11:30 am-10:00 pm,"1500 BroadwaySan Francisco, CA 94109",(415) 409-8226,Yes,No,No,Street,Yes,Yes,Free,Yes,Yes,Yes,"Lunch, Dinner",No,Yes,Casual,Casual,Average,Full Bar,Yes,No,
602,Allegro Romano,"#603 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,Italian,+1 415-928-4002,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$10 -$15,"Reservations, Seating, Waitstaff, Serves Alcohol",5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,,"1701 Jones St,San Francisco, CA 94109-2110","Address:1701 Jones St,San Francisco, CA 94109-2110Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Russian HillNeighborhood: Russian HillPhone Number:+1 415-928-4002trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1292,Allegro Romano,http://www.yelp.com/ /biz/allegro-romano-san-francisco,"Italian,Seafood",$31-60,4.0 star rating,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,Closed,"1701 Jones StSan Francisco, CA 94109",(415) 928-4002,Yes,Yes,No,Valet,Yes,No,No,No,Yes,No,Dinner,No,No,Dressy,"Intimate, Romantic",Average,Beer & Wine Only,No,Yes,
604,HRD,"#605 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Korean,Mexican,Asian",+1 415-543-2355,5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$3 -$14,"Delivery, Television, Wheelchair Accessible, Takeout, Seating, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Waitstaff, Serves Alcohol",10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 8:30 pm,10:00 am - 4:00 pm,,"521A 3rd Street,San Francisco, CA 94107","Address:521A 3rd Street,San Francisco, CA 94107Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-543-2355trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",183,HRD,https://www.yelp.com/ /biz/hrd-san-francisco-4,"Korean,Asian Fusion,Mexican",Under $10,4.5 star rating,10:00 am-4:00 pm5:00 pm-8:30 pm,10:00 am-4:00 pm5:00 pm-8:30 pm,10:00 am-4:00 pm5:00 pm-8:30 pm,10:00 am-4:00 pm5:00 pm-8:30 pm,10:00 am-4:00 pm5:00 pm-8:30 pm,10:00 am-4:00 pm,Closed,"521A 3rd StSan Francisco, CA 94107",(415) 543-2355,Yes,Yes,Yes,Street,Yes,No,Free,Yes,No,Yes,Lunch,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,
605,Freddie's Sandwiches,"#606 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Fast Food,Soups",+1 415-433-2882,5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,3.5 of 5 bubbles,$5 -$10,"Takeout, Outdoor Seating, Wheelchair Accessible",11:00 am - 4:00 pm,11:00 am - 4:00 pm,11:00 am - 4:00 pm,11:00 am - 4:00 pm,11:00 am - 4:00 pm,11:00 am - 4:00 pm,,"300 Francisco St,San Francisco, CA 94133-1910","Address:300 Francisco St,San Francisco, CA 94133-1910Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-433-2882trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",443,Freddie’s Sandwiches,https://www.yelp.com/ /biz/freddies-sandwiches-san-francisco,Sandwiches,Under $10,4.5 star rating,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,8:30 am-4:00 pm,Closed,"300 Francisco StSan Francisco, CA 94133",(415) 433-2882,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
607,Padrecito,"#608 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Mexican,Latin,Gluten Free Options",+1 415-742-5505,4.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$30 -$30,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Takeout, Wheelchair Accessible",5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:00 pm,"901 Cole St,Carl,San Francisco, CA 94117-4315","Address:901 Cole St,Carl,San Francisco, CA 94117-4315(Carl Street)Public Transportation:Padrecito is located on the corner of Cole & Carl. The N Judah line has a stop directly in front. Both the 43 and 37 buses run to Padrecito as well.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-742-5505trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1144,Padrecito,https://www.yelp.com/ /biz/padrecito-san-francisco,Mexican,$11-30,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:00 pm-10:30 pm,10:00 am-2:30 pm5:00 pm-10:30 pm,10:00 am-2:30 pm5:00 pm-10:00 pm,"901 Cole StSan Francisco, CA 94117",(415) 742-5505,Yes,Yes,No,Street,Yes,Yes,No,No,Yes,No,"Brunch, Dinner",Yes,Yes,Casual,Casual,Average,Full Bar,No,Yes,
608,Garcon,"#609 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,French,+1 415-401-8959,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$21 -$30,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Wheelchair Accessible",,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 11:00 pm,5:30 pm - 11:00 pm,5:30 pm - 10:00 pm,"1101 Valencia St,San Francisco, CA 94110-3026","Address:1101 Valencia St,San Francisco, CA 94110-3026(22nd Street)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-401-8959trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1301,Garçon,http://www.yelp.com/ /biz/gar%C3%A7on-san-francisco-3,French,$31-60,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,Closed,"1101 Valencia StSan Francisco, CA 94110",(415) 401-8959,Yes,Yes,No,"Garage, Street",No,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,,Average,Full Bar,No,Yes,
